,lead
6426,4-6209
6427,3-1208
6428,2-6177
6429,8-1840
6430,3-8994
6431,7-6636
6432,2-5811
6433,3-6622
6434,3-3158
6435,4-7885
6436,2-4204
6437,1-1959
6438,7-8271
6439,4-4126
6440,4-9476
6441,1-0069
6442,4-1557
6443,1-4450
6444,7-0402
6445,4-0876
6446,4-6959
6447,7-2736
6448,5-9143
6449,5-5822
6450,4-8849
6451,3-2308
6452,6-3239
6453,3-3561
6454,1-5837
6455,3-9509
6456,6-5286
6457,3-1327
6458,6-8668
6459,7-8656
6460,1-4665
6461,8-8462
6462,1-5675
6463,3-1336
6464,2-8214
6465,3-1548
6466,3-0521
6467,1-4104
6468,6-1069
6469,4-2887
6470,3-6351
6471,3-5518
6472,1-2744
6473,1-5592
6474,5-6179
6475,2-4662
6476,5-0297
6477,2-0408
6478,6-0497
6479,1-0834
6480,1-3671
6481,7-7454
6482,3-4897
6483,5-9836
6484,1-7932
6485,5-7697
6486,4-2269
6487,6-6967
6488,4-7426
6489,6-7466
6490,4-2119
6491,5-7157
6492,1-4916
6493,7-1488
6494,4-1084
6495,8-1297
6496,5-4966
6497,1-1027
6498,2-4668
6499,4-1213
6500,6-1435
6501,2-2296
6502,2-1027
6503,6-1780
6504,6-0725
6505,7-2052
6506,4-8878
6507,5-3329
6508,6-6800
6509,7-0421
6510,5-7146
6511,4-9344
6512,6-2545
6513,6-8232
6514,5-8116
6515,7-3451
6516,8-1288
6517,1-0232
6518,8-3149
6519,1-2199
6520,5-4891
6521,2-3116
6522,2-6459
6523,1-7659
6524,2-3502
6525,3-5799
6526,4-9919
6527,3-3642
6528,6-2327
6529,6-2961
6530,7-6070
6531,3-2140
6532,4-8872
6533,1-4531
6534,7-5328
6535,2-4836
6536,2-3064
6537,4-4243
6538,2-0030
6539,2-1914
6540,5-1779
6541,8-7555
6542,3-3317
6543,2-5071
6544,3-8123
6545,6-9345
6546,6-0570
6547,8-6518
6548,4-3343
6549,3-5420
6550,2-7094
6551,3-1872
6552,2-0108
6553,4-2796
6554,1-7755
6555,7-2361
6556,3-5888
6557,4-0731
6558,4-6221
6559,3-8155
6560,4-5365
6561,8-0733
6562,8-0320
6563,7-2760
6564,6-2289
6565,2-9971
6566,7-5962
6567,7-1474
6568,5-1896
6569,6-2896
6570,4-9670
6571,7-4246
6572,5-6060
6573,6-2801
6574,3-8075
6575,7-9134
6576,8-5219
6577,5-7456
6578,7-7106
6579,2-8810
6580,2-1318
6581,3-2184
6582,3-3116
6583,1-4302
6584,4-2535
6585,6-5036
6586,2-9276
6587,3-9836
6588,2-9218
6589,1-5044
6590,8-2110
6591,2-4137
6592,4-3947
6593,7-8470
6594,5-2676
6595,4-3881
6596,2-3557
6597,7-6406
6598,5-6791
6599,8-5311
6600,3-5148
6601,7-1263
6602,3-4104
6603,5-9039
6604,4-5920
6605,1-5507
6606,6-0663
6607,7-3535
6608,6-2596
6609,1-5815
6610,4-1549
6611,8-1208
6612,6-1121
6613,6-1189
6614,8-3351
6615,4-8444
6616,6-6904
6617,5-8575
6618,7-4420
6619,7-0496
6620,1-4307
6621,8-5174
6622,5-1511
6623,8-4531
6624,2-5953
6625,8-8704
6626,3-1070
6627,2-1751
6628,4-3147
6629,7-8830
6630,4-7299
6631,8-0544
6632,3-3232
6633,7-5495
6634,2-8171
6635,5-1889
6636,1-5996
6637,2-5583
6638,5-9614
6639,3-7526
6640,6-5946
6641,6-0571
6642,6-8433
6643,7-6060
6644,3-0191
6645,7-6443
6646,3-4867
6647,1-6701
6648,3-6525
6649,1-2372
6650,1-1368
6651,5-6421
6652,6-7279
6653,4-1011
6654,4-8266
6655,5-2226
6656,7-3611
6657,7-1277
6658,7-6492
6659,2-6042
6660,1-2506
6661,4-0248
6662,5-8198
6663,5-9461
6664,8-7289
6665,1-8434
6666,8-7944
6667,8-8964
6668,1-2539
6669,7-8001
6670,6-9476
6671,2-7043
6672,3-6686
6673,4-3540
6674,7-9097
6675,5-1787
6676,8-1531
6677,6-0697
6678,8-4957
6679,7-3521
6680,3-2405
6681,4-1251
6682,6-3637
6683,1-5926
6684,3-8973
6685,5-8417
6686,1-0757
6687,7-5894
6688,3-9146
6689,6-9666
6690,6-4106
6691,6-7737
6692,5-7759
6693,3-8703
6694,7-5132
6695,2-5199
6696,7-6932
6697,6-0902
6698,5-4133
6699,8-7868
6700,5-2553
6701,1-4591
6702,4-3204
6703,3-2370
6704,2-0814
6705,4-5575
6706,4-9138
6707,3-7317
6708,3-3891
6709,6-9657
6710,4-0904
6711,2-7274
6712,5-1800
6713,3-0750
6714,6-6555
6715,1-9133
6716,3-2467
6717,5-5543
6718,8-8141
6719,4-2436
6720,2-9395
6721,8-0510
6722,7-1038
6723,2-4055
6724,6-0994
6725,7-6779
6726,4-3002
6727,7-5351
6728,5-3051
6729,7-6303
6730,8-3758
6731,5-7407
6732,8-6380
6733,7-1280
6734,5-4229
6735,4-4387
6736,8-6871
6737,8-5404
6738,2-2110
6739,5-9492
6740,5-2710
6741,8-8650
6742,2-7243
6743,1-0362
6744,8-1848
6745,5-5794
6746,8-3402
6747,2-5468
6748,1-0806
6749,2-9998
6750,4-3613
6751,2-4259
6752,1-9532
6753,5-7979
6754,8-7662
6755,7-6574
6756,7-3523
6757,6-0411
6758,6-5051
6759,3-7321
6760,1-3888
6761,3-3981
6762,2-2645
6763,5-2267
6764,7-9522
6765,4-0116
6766,1-0665
6767,2-7257
6768,4-9875
6769,8-3646
6770,8-5147
6771,8-9609
6772,1-7172
6773,4-2021
6774,7-9211
6775,7-7943
6776,4-5602
6777,8-5749
6778,4-8749
6779,6-9770
6780,1-9906
6781,4-2428
6782,4-4916
6783,4-4374
6784,6-2642
6785,5-5036
6786,6-5182
6787,1-9539
6788,4-0411
6789,6-7974
6790,6-1954
6791,1-8913
6792,2-5237
6793,5-1370
6794,4-0994
6795,8-4752
6796,2-0514
6797,4-0884
6798,6-5551
6799,8-9960
6800,6-0906
6801,2-4660
6802,8-6306
6803,3-1022
6804,7-1642
6805,7-2260
6806,4-4685
6807,6-6162
6808,2-2035
6809,3-5314
6810,1-1365
6811,3-8122
6812,6-8835
6813,4-0863
6814,2-9906
6815,3-0041
6816,6-6757
6817,4-6814
6818,4-6384
6819,5-5344
6820,4-9926
6821,4-3314
6822,1-4351
6823,8-5415
6824,7-6534
6825,3-9691
6826,3-4690
6827,1-2568
6828,5-1327
6829,8-4745
6830,7-0151
6831,4-3254
6832,6-6868
6833,7-0525
6834,5-3751
6835,8-5163
6836,5-5319
6837,4-5763
6838,7-6522
6839,8-7316
6840,4-0223
6841,4-8550
6842,1-5165
6843,2-8444
6844,4-9005
6845,4-6089
6846,8-5469
6847,5-9093
6848,5-4018
6849,5-3310
6850,2-4855
6851,6-1662
6852,7-7320
6853,7-5183
6854,7-1377
6855,2-0301
6856,1-9380
6857,2-5441
6858,7-4142
6859,4-7736
6860,4-8323
6861,1-9974
6862,5-3021
6863,1-3171
6864,4-0334
6865,2-6140
6866,3-8521
6867,2-7356
6868,7-0615
6869,8-5070
6870,7-2563
6871,6-3222
6872,2-6300
6873,8-3300
6874,6-2173
6875,5-2325
6876,3-7998
6877,6-3372
6878,4-6017
6879,6-6996
6880,2-0410
6881,8-0753
6882,8-0877
6883,6-8963
6884,3-1335
6885,1-8294
6886,4-0423
6887,3-5133
6888,5-4831
6889,3-5445
6890,5-5275
6891,1-5709
6892,5-1966
6893,7-0275
6894,6-7835
6895,7-3251
6896,3-4889
6897,5-3843
6898,6-0273
6899,7-3055
6900,4-8116
6901,1-3240
6902,2-2543
6903,8-9729
6904,7-3508
6905,6-8915
6906,3-1578
6907,3-5764
6908,6-3946
6909,1-6102
6910,4-0504
6911,1-4099
6912,6-0618
6913,1-1812
6914,4-0211
6915,8-4137
6916,3-0009
6917,2-7619
6918,2-3517
6919,2-2650
6920,6-5108
6921,3-6124
6922,5-3772
6923,4-3767
6924,1-4832
6925,1-1533
6926,8-2903
6927,2-5095
6928,1-9725
6929,6-7237
6930,6-7007
6931,6-0225
6932,4-3884
6933,1-2905
6934,2-9037
6935,7-9904
6936,2-9623
6937,3-2985
6938,3-6935
6939,3-7246
6940,7-8401
6941,7-8674
6942,8-6150
6943,2-2641
6944,7-7219
6945,7-8655
6946,5-2669
6947,3-0485
6948,2-1471
6949,2-4533
6950,8-5025
6951,6-4561
6952,3-9035
6953,4-9134
6954,2-4586
6955,3-3141
6956,8-7459
6957,8-7012
6958,3-0645
6959,8-4174
6960,4-4754
6961,2-2754
6962,7-5854
6963,5-9488
6964,3-4468
6965,6-5947
6966,6-6543
6967,1-5720
6968,6-3611
6969,5-2720
6970,3-7621
6971,4-7214
6972,8-9051
6973,5-6440
6974,7-5964
6975,4-5729
6976,5-0423
6977,8-4208
6978,3-4288
6979,1-5963
6980,5-1494
6981,5-6740
6982,8-5296
6983,6-5206
6984,1-1252
6985,1-1902
6986,1-8464
6987,4-5721
6988,3-6718
6989,7-3202
6990,1-7421
6991,1-3219
6992,7-4405
6993,8-6673
6994,3-1573
6995,6-8557
6996,4-1174
6997,4-0983
6998,2-9564
6999,8-3608
7000,3-9859
7001,6-1791
7002,3-9130
7003,4-0230
7004,1-7551
7005,5-6640
7006,1-6818
7007,2-8436
7008,2-1276
7009,7-7088
7010,7-0925
7011,1-6777
7012,2-4317
7013,2-4521
7014,8-1070
7015,8-6993
7016,1-4409
7017,1-5646
7018,1-5112
7019,6-3717
7020,5-7837
7021,6-9805
7022,4-2253
7023,4-7874
7024,5-3761
7025,1-5632
7026,5-3673
7027,1-1915
7028,1-3558
7029,2-6018
7030,2-6588
7031,2-7325
7032,2-6781
7033,4-7524
7034,6-3779
7035,8-7608
7036,6-6214
7037,2-1163
7038,4-9177
7039,8-7877
7040,1-5753
7041,3-9874
7042,1-3802
7043,3-3135
7044,8-2962
7045,2-5369
7046,7-9135
7047,7-1326
7048,5-3582
7049,1-7686
7050,4-7983
7051,2-7352
7052,4-4397
7053,3-1030
7054,4-8527
7055,1-5951
7056,4-8593
7057,4-8579
7058,3-2793
7059,7-8366
7060,7-3439
7061,2-3512
7062,1-3505
7063,4-9120
7064,4-3714
7065,4-0183
7066,5-1635
7067,7-3608
7068,1-3099
7069,4-5736
7070,1-7278
7071,5-0504
7072,7-5909
7073,7-2894
7074,5-4198
7075,6-7879
7076,2-9495
7077,1-5338
7078,7-9011
7079,6-6307
7080,3-4232
7081,4-5555
7082,1-4443
7083,6-5239
7084,8-0325
7085,5-0038
7086,2-1164
7087,3-4604
7088,7-8518
7089,4-2711
7090,8-7021
7091,4-3683
7092,8-3097
7093,7-2766
7094,3-8228
7095,4-9149
7096,4-7610
7097,6-8001
7098,7-6359
7099,8-7377
7100,8-4944
7101,5-1950
7102,2-0585
7103,4-3212
7104,2-0464
7105,7-9509
7106,6-6513
7107,6-2651
7108,4-9373
7109,4-9547
7110,4-5485
7111,7-5379
7112,8-2634
7113,8-5837
7114,6-8399
7115,7-9542
7116,4-2067
7117,7-9391
7118,6-5271
7119,2-8642
7120,1-3855
7121,3-0940
7122,4-6845
7123,1-0899
7124,6-1874
7125,3-6499
7126,2-5302
7127,3-3275
7128,5-0531
7129,2-1075
7130,5-9623
7131,4-9422
7132,2-3007
7133,5-7435
7134,3-1422
7135,2-7425
7136,3-1752
7137,1-8467
7138,7-4552
7139,6-8392
7140,7-2612
7141,4-5908
7142,2-9939
7143,6-4762
7144,7-7427
7145,8-9129
7146,8-0067
7147,6-6657
7148,7-3141
7149,1-2934
7150,5-0346
7151,5-7614
7152,7-1966
7153,3-3854
7154,2-2150
7155,2-7601
7156,4-0638
7157,8-5913
7158,7-5327
7159,2-1346
7160,4-5401
7161,3-8769
7162,8-6340
7163,4-2735
7164,2-9811
7165,3-2541
7166,3-2415
7167,5-6318
7168,6-3496
7169,8-4709
7170,4-1111
7171,7-8930
7172,5-1550
7173,6-5393
7174,6-9822
7175,6-4247
7176,4-8224
7177,6-3237
7178,4-7808
7179,4-4803
7180,6-6278
7181,7-0758
7182,7-4790
7183,1-7368
7184,7-4432
7185,8-9618
7186,8-7158
7187,1-0497
7188,5-3494
7189,8-4674
7190,6-9274
7191,7-3686
7192,6-7646
7193,3-5444
7194,6-3483
7195,4-4675
7196,3-2396
7197,7-8929
7198,6-4751
7199,8-7566
7200,8-4606
7201,5-8433
7202,5-0258
7203,4-9662
7204,3-0073
7205,6-6807
7206,4-7969
7207,6-8583
7208,6-0866
7209,6-0043
7210,4-6295
7211,1-2809
7212,5-0851
7213,5-8954
7214,4-4015
7215,1-7312
7216,8-3928
7217,6-1545
7218,4-8522
7219,1-3550
7220,1-2353
7221,4-4854
7222,7-5810
7223,6-1789
7224,3-5176
7225,6-4417
7226,3-7402
7227,8-1824
7228,8-5315
7229,1-2805
7230,1-8456
7231,7-9218
7232,2-8313
7233,8-3706
7234,3-3883
7235,7-9024
7236,2-4800
7237,2-1386
7238,4-1771
7239,6-0224
7240,3-2186
7241,8-6311
7242,5-0202
7243,1-5716
7244,2-2168
7245,7-0082
7246,2-7133
7247,6-5805
7248,4-5322
7249,1-2340
7250,8-8522
7251,6-0341
7252,4-3144
7253,4-1786
7254,7-6771
7255,4-8996
7256,6-6154
7257,3-2274
7258,4-3135
7259,4-4178
7260,1-1152
7261,8-7470
7262,8-9554
7263,3-1727
7264,6-4619
7265,4-7204
7266,7-2908
7267,3-8878
7268,2-5083
7269,2-2590
7270,1-4763
7271,1-3103
7272,3-7176
7273,7-1017
7274,4-3776
7275,7-7872
7276,4-5985
7277,1-1564
7278,1-5864
7279,7-5828
7280,5-3669
7281,6-5663
7282,5-1458
7283,1-1448
7284,7-0227
7285,6-9133
7286,6-3643
7287,1-3530
7288,2-2735
7289,4-8429
7290,7-8178
7291,1-8543
7292,6-0772
7293,2-7409
7294,8-6584
7295,8-5004
7296,4-5263
7297,1-2836
7298,3-2105
7299,7-3763
7300,6-2529
7301,1-8105
7302,4-9573
7303,5-9349
7304,2-7520
7305,3-7697
7306,6-9023
7307,3-9417
7308,3-7745
7309,8-9178
7310,6-9333
7311,1-1998
7312,8-5345
7313,8-0850
7314,3-5617
7315,5-6043
7316,7-7838
7317,3-5648
7318,3-8322
7319,1-0616
7320,8-0413
7321,5-7176
7322,2-8437
7323,8-8059
7324,7-8789
7325,6-0829
7326,5-5290
7327,8-9651
7328,1-1141
7329,7-3970
7330,8-3367
7331,3-9311
7332,7-0799
7333,3-8399
7334,4-9417
7335,4-3146
7336,7-3834
7337,3-0224
7338,7-8730
7339,1-3677
7340,1-0707
7341,7-0175
7342,1-5033
7343,8-2877
7344,3-2634
7345,8-2964
7346,2-1879
7347,8-0268
7348,7-0937
7349,5-6780
7350,5-2494
7351,4-2301
7352,2-6614
7353,2-3804
7354,4-7634
7355,5-2165
7356,4-2901
7357,3-4561
7358,1-7328
7359,1-2155
7360,6-5877
7361,7-3888
7362,4-4382
7363,7-3666
7364,6-7819
7365,8-1074
7366,4-4004
7367,1-0026
7368,3-0762
7369,5-3983
7370,5-4850
7371,8-6796
7372,6-3690
7373,7-5175
7374,1-7539
7375,1-5872
7376,1-8700
7377,6-1316
7378,1-2655
7379,3-6625
7380,5-9773
7381,4-1624
7382,3-0028
7383,1-5707
7384,3-4121
7385,5-3812
7386,7-6585
7387,3-7717
7388,3-2043
7389,5-5627
7390,6-2223
7391,2-0741
7392,7-6092
7393,6-9508
7394,4-7890
7395,6-4727
7396,8-6679
7397,3-6017
7398,2-8842
7399,7-5737
7400,3-4281
7401,1-9720
7402,1-4181
7403,2-4351
7404,8-3343
7405,2-0341
7406,2-4094
7407,1-6111
7408,4-2378
7409,1-5512
7410,5-3490
7411,4-3449
7412,7-5916
7413,5-1772
7414,7-3275
7415,3-5505
7416,2-3572
7417,4-7905
7418,3-8413
7419,1-0397
7420,5-2974
7421,3-1799
7422,1-8886
7423,5-6657
7424,7-6102
7425,7-4308
7426,2-7297
7427,2-2708
7428,6-0208
7429,2-3102
7430,1-3956
7431,1-3583
7432,8-0735
7433,3-6096
7434,7-7561
7435,7-0267
7436,8-2215
7437,8-2502
7438,6-4328
7439,6-3427
7440,8-1852
7441,5-6521
7442,1-8822
7443,4-0768
7444,8-2534
7445,4-3207
7446,2-2996
7447,3-6135
7448,5-5292
7449,7-1838
7450,7-3399
7451,3-7513
7452,5-1978
7453,7-7061
7454,7-0914
7455,7-9181
7456,7-2626
7457,3-0185
7458,2-9151
7459,6-0392
7460,4-2433
7461,6-5678
7462,2-5513
7463,8-1370
7464,4-4267
7465,2-7194
7466,2-3470
7467,1-9538
7468,7-0212
7469,7-5820
7470,2-0337
7471,8-6277
7472,4-5347
7473,5-0251
7474,2-1212
7475,4-1563
7476,5-4082
7477,3-0285
7478,2-8643
7479,7-9370
7480,8-8605
7481,8-8499
7482,2-9506
7483,6-7905
7484,3-6541
7485,1-7510
7486,1-8993
7487,6-1793
7488,7-7685
7489,5-2059
7490,2-0198
7491,7-4521
7492,6-1585
7493,6-0857
7494,8-7641
7495,2-0420
7496,1-8903
7497,8-2515
7498,1-9476
7499,1-7821
7500,5-8550
7501,2-1833
7502,2-1102
7503,5-4755
7504,4-4628
7505,1-7289
7506,2-9386
7507,3-5274
7508,5-2807
7509,7-6562
7510,6-8555
7511,1-5596
7512,1-1874
7513,1-2622
7514,7-5811
7515,7-1956
7516,8-8615
7517,3-3475
7518,7-7941
7519,5-8819
7520,5-4781
7521,7-3807
7522,1-7465
7523,8-5065
7524,4-6780
7525,7-4533
7526,2-9827
7527,7-4623
7528,4-3937
7529,2-9382
7530,4-6669
7531,7-5713
7532,2-4193
7533,3-3563
7534,4-7560
7535,1-6955
7536,5-4212
7537,8-0585
7538,1-5758
7539,2-9477
7540,4-7336
7541,2-2406
7542,7-8765
7543,6-2627
7544,1-6326
7545,6-9203
7546,2-4027
7547,5-2066
7548,2-0095
7549,2-3267
7550,1-8944
7551,5-1006
7552,1-0805
7553,5-1805
7554,7-6077
7555,6-3797
7556,2-2120
7557,4-9037
7558,8-0650
7559,8-9567
7560,5-8850
7561,6-5773
7562,8-2808
7563,6-8925
7564,6-8552
7565,5-1586
7566,6-6346
7567,1-1262
7568,4-3813
7569,6-7152
7570,3-5614
7571,7-6206
7572,2-0328
7573,3-3162
7574,3-8347
7575,1-3400
7576,4-3274
7577,7-7215
7578,3-9856
7579,7-0662
7580,7-4918
7581,2-5735
7582,1-4169
7583,8-8815
7584,6-0215
7585,8-3987
7586,7-9175
7587,6-7961
7588,2-3447
7589,3-2372
7590,4-7379
7591,2-3530
7592,4-2942
7593,6-3880
7594,7-0385
7595,4-4684
7596,5-7558
7597,8-8379
7598,1-6596
7599,7-6255
7600,5-1066
7601,6-5336
7602,8-9680
7603,7-3673
7604,3-1179
7605,4-6018
7606,7-9448
7607,5-3750
7608,5-9205
7609,4-9699
7610,1-4365
7611,8-3914
7612,5-9813
7613,1-2858
7614,5-3608
7615,1-8968
7616,5-3984
7617,2-4080
7618,6-7502
7619,8-5759
7620,6-2790
7621,5-2128
7622,6-8476
7623,3-4358
7624,2-3021
7625,5-1063
7626,3-4411
7627,4-8903
7628,6-1223
7629,5-5475
7630,1-5267
7631,2-6969
7632,4-8811
7633,6-5091
7634,4-1887
7635,3-9302
7636,2-7223
7637,1-5694
7638,1-2971
7639,5-3537
7640,8-4025
7641,8-9950
7642,1-1501
7643,2-8267
7644,3-9457
7645,2-6993
7646,1-1104
7647,5-8408
7648,4-1296
7649,8-3240
7650,7-0921
7651,8-9302
7652,3-7882
7653,1-1648
7654,5-0838
7655,8-5474
7656,2-5448
7657,4-6396
7658,1-5003
7659,2-7521
7660,1-5118
7661,3-6421
7662,3-9160
7663,5-9946
7664,6-8815
7665,2-7911
7666,3-1594
7667,6-5394
7668,4-2730
7669,2-1520
7670,1-7926
7671,1-3905
7672,2-2651
7673,8-2057
7674,7-8626
7675,6-9681
7676,3-4369
7677,1-9970
7678,6-5665
7679,7-8136
7680,2-1802
7681,4-0214
7682,4-7645
7683,6-3763
7684,1-9065
7685,4-6253
7686,7-9115
7687,6-9986
7688,7-8959
7689,4-2531
7690,3-6890
7691,6-8660
7692,6-3552
7693,1-3717
7694,1-4440
7695,6-3138
7696,5-0136
7697,6-2673
7698,8-3547
7699,1-1171
7700,3-3921
7701,4-3860
7702,7-3749
7703,4-9869
7704,7-6187
7705,8-2912
7706,2-0618
7707,2-5431
7708,7-7912
7709,6-9074
7710,3-6947
7711,8-9303
7712,3-7106
7713,2-2830
7714,6-8610
7715,6-9735
7716,2-5646
7717,6-5586
7718,2-6080
7719,8-8449
7720,6-3554
7721,4-1812
7722,2-4432
7723,2-3652
7724,8-6175
7725,6-7316
7726,1-4094
7727,1-6795
7728,8-7497
7729,3-5877
7730,3-0567
7731,4-6847
7732,1-0408
7733,6-6858
7734,6-2798
7735,7-6103
7736,7-3811
7737,5-8523
7738,7-5670
7739,6-0962
7740,1-6831
7741,8-4620
7742,3-9047
7743,1-4209
7744,7-4429
7745,8-6761
7746,8-8505
7747,5-3434
7748,3-5352
7749,1-0344
7750,2-3704
7751,8-3411
7752,5-9935
7753,5-3738
7754,6-1028
7755,7-3980
7756,4-0920
7757,3-5222
7758,4-0826
7759,8-0380
7760,3-0112
7761,2-9134
7762,7-1451
7763,7-4257
7764,4-6350
7765,8-8829
7766,3-8223
7767,4-9676
7768,8-7222
7769,4-3032
7770,3-2894
7771,6-9081
7772,3-5952
7773,8-5278
7774,6-2069
7775,1-3321
7776,7-2208
7777,1-1163
7778,2-4053
7779,5-2588
7780,4-1160
7781,1-5292
7782,6-1953
7783,2-5215
7784,5-6743
7785,2-3139
7786,1-9729
7787,7-0360
7788,5-2050
7789,6-4300
7790,3-4323
7791,4-0182
7792,6-8212
7793,1-0234
7794,2-5689
7795,7-5866
7796,4-5967
7797,6-4758
7798,7-6757
7799,7-1357
7800,6-3481
7801,5-1001
7802,3-5085
7803,2-8125
7804,8-9872
7805,4-5058
7806,4-2714
7807,3-0031
7808,2-7088
7809,7-0540
7810,5-7602
7811,5-8431
7812,7-5449
7813,1-6107
7814,4-6821
7815,6-8937
7816,5-5213
7817,6-7349
7818,7-4607
7819,1-1243
7820,6-3224
7821,6-4704
7822,4-9844
7823,5-8487
7824,2-1941
7825,5-8968
7826,2-9753
7827,3-1587
7828,2-3386
7829,7-0215
7830,7-1242
7831,7-2098
7832,4-2795
7833,8-9048
7834,7-6858
7835,1-0554
7836,8-0417
7837,4-0217
7838,5-5599
7839,2-7472
7840,6-0682
7841,4-6721
7842,6-4416
7843,3-4129
7844,2-4411
7845,2-4807
7846,5-2670
7847,3-5034
7848,6-4284
7849,4-4207
7850,6-3605
7851,8-4516
7852,2-2111
7853,6-5034
7854,4-1782
7855,7-7550
7856,1-6602
7857,3-2889
7858,1-9888
7859,7-6560
7860,8-2932
7861,7-3504
7862,7-0176
7863,2-3707
7864,6-9473
7865,7-9708
7866,5-4053
7867,8-4330
7868,8-7580
7869,5-5479
7870,7-7791
7871,2-4902
7872,4-3761
7873,3-9281
7874,3-1352
7875,4-3987
7876,3-7859
7877,8-9688
7878,6-4228
7879,3-6578
7880,8-6278
7881,3-5583
7882,4-5902
7883,4-3112
7884,1-5203
7885,1-8536
7886,1-9883
7887,5-9671
7888,5-9826
7889,4-7554
7890,8-9052
7891,7-1604
7892,3-6038
7893,4-6039
7894,5-2691
7895,5-1258
7896,8-9904
7897,7-8321
7898,3-1841
7899,3-1202
7900,4-1724
7901,7-2049
7902,5-7722
7903,3-8667
7904,4-6410
7905,6-7500
7906,5-8931
7907,3-7613
7908,3-1511
7909,8-8481
7910,3-0572
7911,6-3041
7912,1-6351
7913,7-7958
7914,3-4614
7915,6-9449
7916,5-5661
7917,2-7951
7918,2-5379
7919,6-5389
7920,7-6183
7921,1-9219
7922,1-5871
7923,6-6611
7924,5-6664
7925,1-4714
7926,7-0199
7927,7-9805
7928,5-0844
7929,1-7678
7930,2-2080
7931,1-7635
7932,3-1546
7933,3-0784
7934,7-2495
7935,5-6355
7936,5-7938
7937,3-1899
7938,1-5892
7939,4-9896
7940,7-2093
7941,3-0437
7942,8-3038
7943,2-3655
7944,1-3502
7945,5-1061
7946,2-4935
7947,8-1601
7948,4-0817
7949,5-4709
7950,4-9865
7951,1-9104
7952,6-8410
7953,1-0360
7954,6-3775
7955,2-2163
7956,4-6916
7957,1-9521
7958,4-9423
7959,6-9075
7960,2-0012
7961,7-9292
7962,6-1891
7963,4-0866
7964,5-5987
7965,4-4104
7966,3-2568
7967,1-9743
7968,6-7627
7969,1-0802
7970,2-2929
7971,6-4150
7972,7-9303
7973,5-7166
7974,4-0683
7975,7-2191
7976,8-1980
7977,1-4066
7978,4-5629
7979,8-9043
7980,5-5157
7981,6-8327
7982,2-7385
7983,4-7972
7984,5-2872
7985,8-3286
7986,4-9574
7987,1-6116
7988,2-4831
7989,1-1013
7990,2-9416
7991,8-3195
7992,8-7958
7993,5-1626
7994,5-3959
7995,6-0670
7996,4-6364
7997,6-4726
7998,3-0406
7999,1-2889
8000,6-3807
8001,7-6979
8002,3-1784
8003,2-0523
8004,6-1108
8005,5-2378
8006,6-9372
8007,2-0692
8008,1-1596
8009,1-1383
8010,3-3760
8011,6-8940
8012,3-3249
8013,3-9735
8014,7-4005
8015,6-1822
8016,5-4237
8017,4-6651
8018,6-0611
8019,1-5547
8020,6-4770
8021,8-8387
8022,8-2769
8023,5-3579
8024,8-4370
8025,1-0722
8026,5-4326
8027,7-9094
8028,8-8854
8029,6-9403
8030,5-1412
8031,2-6609
8032,8-4701
8033,7-9608
8034,7-9665
8035,2-8309
8036,5-6148
8037,5-8007
8038,1-0332
8039,1-2660
8040,8-7873
8041,5-0654
8042,7-1963
8043,1-4106
8044,2-1904
8045,7-2152
8046,8-8485
8047,3-2658
8048,7-1469
8049,5-8886
8050,1-6064
8051,2-2779
8052,6-8570
8053,1-2831
8054,5-5524
8055,7-0840
8056,7-2575
8057,6-6152
8058,7-5890
8059,1-7861
8060,6-3371
8061,2-1197
8062,5-4856
8063,7-6841
8064,3-0675
8065,2-6139
8066,2-9047
8067,3-6505
8068,5-9284
8069,3-0532
8070,7-0030
8071,3-9768
8072,6-3291
8073,3-5789
8074,5-2347
8075,5-5386
8076,6-4949
8077,2-8617
8078,5-2716
8079,6-8135
8080,5-7763
8081,2-8634
8082,5-5047
8083,6-5289
8084,4-3709
8085,7-2773
8086,6-1063
8087,4-8839
8088,3-3132
8089,6-7290
8090,5-3832
8091,2-7652
8092,7-8562
8093,5-5492
8094,6-3037
8095,3-9085
8096,7-7758
8097,8-4506
8098,8-4348
8099,5-9451
8100,6-8297
8101,3-6248
8102,7-6426
8103,6-5118
8104,7-9490
8105,1-7085
8106,5-1202
8107,4-2999
8108,8-8768
8109,7-0433
8110,6-6612
8111,8-4714
8112,2-1381
8113,8-8275
8114,2-0389
8115,2-8822
8116,2-4676
8117,6-9686
8118,2-5004
8119,7-8550
8120,3-8837
8121,6-4483
8122,1-5235
8123,4-6985
8124,1-9781
8125,6-5907
8126,8-1729
8127,5-1575
8128,8-8074
8129,2-7501
8130,2-3521
8131,4-6786
8132,1-0071
8133,5-7896
8134,4-8326
8135,4-3759
8136,4-4136
8137,1-1944
8138,6-9616
8139,3-9326
8140,2-9769
8141,1-8063
8142,5-9543
8143,1-5495
8144,5-7559
8145,5-6414
8146,5-5912
8147,1-8187
8148,6-3694
8149,5-6457
8150,5-3545
8151,1-0835
8152,1-2012
8153,6-6291
8154,1-8102
8155,8-0617
8156,4-9415
8157,4-0918
8158,1-9474
8159,6-4178
8160,5-4244
8161,8-1870
8162,1-9507
8163,3-2860
8164,7-9712
8165,4-7254
8166,7-7847
8167,4-9864
8168,2-8837
8169,6-1629
8170,3-7452
8171,3-5517
8172,6-4133
8173,6-7368
8174,1-7449
