,lead
16043,2-5443
16044,5-7124
16045,1-7954
16046,5-4784
16047,4-5353
16048,4-2870
16049,4-2072
16050,3-0573
16051,3-3529
16052,2-9900
16053,3-5608
16054,4-4343
16055,3-7208
16056,1-2611
16057,8-9562
16058,7-0869
16059,2-8952
16060,2-0531
16061,1-9208
16062,8-4054
16063,6-5328
16064,8-5643
16065,5-6328
16066,4-1792
16067,2-7490
16068,6-7966
16069,4-7159
16070,7-1950
16071,4-6444
16072,4-8316
16073,4-9319
16074,2-1623
16075,4-5952
16076,5-7683
16077,5-5641
16078,7-4442
16079,3-1981
16080,3-4438
16081,7-3806
16082,6-6543
16083,3-7817
16084,6-7050
16085,5-2903
16086,3-6523
16087,6-9569
16088,3-9708
16089,5-3177
16090,5-1047
16091,8-9745
16092,8-7902
16093,8-6100
16094,4-4544
16095,2-5026
16096,2-5169
16097,7-1453
16098,1-4093
16099,8-0726
16100,7-5357
16101,7-4517
16102,6-8265
16103,1-3459
16104,6-4333
16105,4-0783
16106,3-4203
16107,5-2766
16108,3-1015
16109,5-4063
16110,7-0842
16111,8-1041
16112,3-2297
16113,2-9879
16114,6-8196
16115,2-3694
16116,3-3556
16117,8-2010
16118,3-5125
16119,2-9240
16120,5-2429
16121,5-8812
16122,2-1206
16123,2-4854
16124,6-0548
16125,6-5665
16126,5-3821
16127,1-6643
16128,3-6667
16129,7-7597
16130,6-8596
16131,6-3085
16132,7-2520
16133,3-7851
16134,5-4522
16135,2-4520
16136,1-1397
16137,2-3132
16138,4-0105
16139,8-4130
16140,8-1849
16141,2-0350
16142,8-5051
16143,6-1306
16144,4-4109
16145,5-7173
16146,2-3759
16147,5-3504
16148,3-6612
16149,6-7637
16150,5-9582
16151,7-2163
16152,6-4257
16153,5-1780
16154,3-0454
16155,1-9660
16156,1-7741
16157,8-4388
16158,7-0836
16159,4-3641
16160,7-4869
16161,3-4236
16162,8-0489
16163,3-0654
16164,4-3779
16165,3-8785
16166,4-2636
16167,1-7763
16168,7-3521
16169,5-6167
16170,8-9357
16171,6-9040
16172,3-3116
16173,2-1862
16174,3-6887
16175,7-2070
16176,5-4186
16177,1-6012
16178,6-7565
16179,8-7885
16180,2-5171
16181,2-5354
16182,2-3442
16183,8-7845
16184,1-9167
16185,2-7460
16186,5-8328
16187,7-7612
16188,1-4558
16189,4-6375
16190,2-5777
16191,3-8654
16192,2-2447
16193,3-2109
16194,4-4317
16195,7-2932
16196,1-1118
16197,3-4209
16198,5-9123
16199,8-7232
16200,7-3369
16201,2-2630
16202,7-2506
16203,2-5710
16204,1-1691
16205,5-2989
16206,4-9989
16207,8-6388
16208,5-6355
16209,3-7754
16210,4-8299
16211,8-0755
16212,2-4524
16213,2-6860
16214,2-6318
16215,6-7375
16216,7-7583
16217,7-6401
16218,5-2670
16219,3-9742
16220,7-2494
16221,2-9060
16222,5-7768
16223,4-7550
16224,5-8564
16225,7-8768
16226,5-3822
16227,8-5281
16228,1-6338
16229,5-7944
16230,7-8064
16231,2-5950
16232,6-7689
16233,7-5871
16234,3-7397
16235,3-7845
16236,2-6680
16237,8-9724
16238,4-7770
16239,2-4459
16240,3-5672
16241,1-4246
16242,7-2655
16243,7-5312
16244,4-1369
16245,7-2305
16246,2-5697
16247,4-1404
16248,3-7967
16249,4-4564
16250,3-4455
16251,3-7659
16252,6-5751
16253,2-7575
16254,1-4655
16255,3-2113
16256,3-7137
16257,7-7624
16258,8-0404
16259,8-6716
16260,4-8627
16261,1-9178
16262,6-7777
16263,1-9784
16264,1-4983
16265,6-9475
16266,7-9156
16267,5-4147
16268,3-5007
16269,4-3950
16270,5-9133
16271,1-4310
16272,4-7587
16273,7-2365
16274,7-5575
16275,2-1371
16276,5-6176
16277,8-5594
16278,3-3983
16279,3-5001
16280,7-5600
16281,7-5581
16282,7-4733
16283,3-0709
16284,1-5576
16285,8-7825
16286,1-2881
16287,4-8509
16288,6-5770
16289,7-9436
16290,2-9582
16291,2-4144
16292,3-2942
16293,7-1849
16294,5-3330
16295,1-3572
16296,4-0229
16297,4-7671
16298,6-8372
16299,2-5541
16300,6-5383
16301,2-4965
16302,5-5249
16303,4-3115
16304,4-3446
16305,1-0014
16306,3-5159
16307,7-9302
16308,4-3245
16309,6-6331
16310,4-8991
16311,6-7977
16312,5-5509
16313,1-9747
16314,8-7943
16315,8-0665
16316,4-8669
16317,2-1671
16318,8-8242
16319,5-8584
16320,7-8576
16321,3-3857
16322,5-5677
16323,4-6596
16324,5-0502
16325,6-2010
16326,2-6165
16327,8-4765
16328,1-2829
16329,6-4010
16330,2-7717
16331,2-4267
16332,7-0843
16333,4-9816
16334,2-3734
16335,6-1257
16336,8-2078
16337,1-1760
16338,4-8021
16339,2-9742
16340,3-5174
16341,5-5349
16342,2-1304
16343,4-3008
16344,7-4680
16345,6-8176
16346,1-3160
16347,5-3107
16348,3-8915
16349,3-5789
16350,7-0337
16351,5-7200
16352,7-2602
16353,2-3557
16354,2-6049
16355,2-0995
16356,6-9447
16357,8-3193
16358,1-3185
16359,1-6323
16360,8-3196
16361,8-0069
16362,6-0732
16363,4-2127
16364,5-8257
16365,1-3201
16366,6-8466
16367,1-0608
16368,6-2613
16369,2-2399
16370,1-9666
16371,3-0873
16372,7-9321
16373,1-4608
16374,3-4242
16375,5-6584
16376,8-2489
16377,3-9242
16378,5-1384
16379,2-4331
16380,1-4359
16381,3-8754
16382,2-8927
16383,6-0932
16384,4-8084
16385,4-6240
16386,5-5187
16387,7-7440
16388,5-5940
16389,6-0000
16390,1-5857
16391,2-7400
16392,7-8496
16393,4-7163
16394,4-8625
16395,6-1750
16396,3-4078
16397,8-5650
16398,5-8807
16399,2-2559
16400,3-9328
16401,5-9705
16402,4-3880
16403,8-5877
16404,3-7810
16405,8-4349
16406,5-2586
16407,1-9568
16408,2-2170
16409,7-9624
16410,3-7088
16411,3-1620
16412,5-2176
16413,1-3921
16414,6-7159
16415,1-7780
16416,5-9754
16417,1-9392
16418,5-5601
16419,4-7380
16420,8-2127
16421,1-5729
16422,3-0795
16423,1-2890
16424,3-8862
16425,8-0624
16426,7-8619
16427,2-4631
16428,6-3385
16429,6-4529
16430,2-7951
16431,6-2055
16432,6-0477
16433,5-8316
16434,6-2079
16435,4-6865
16436,8-6321
16437,1-3908
16438,3-6184
16439,5-1912
16440,8-2682
16441,1-0488
16442,3-4879
16443,4-7759
16444,6-0026
16445,8-3178
16446,5-4514
16447,2-0052
16448,6-0629
16449,8-0565
16450,2-6003
16451,2-7292
16452,3-4995
16453,4-3309
16454,1-6966
16455,4-9452
16456,2-3097
16457,4-3355
16458,7-4804
16459,6-3411
16460,1-0800
16461,8-1879
16462,7-2768
16463,5-3021
16464,6-3526
16465,4-7291
16466,7-3051
16467,6-8054
16468,7-6094
16469,4-4312
16470,3-8564
16471,6-1270
16472,6-0723
16473,1-5545
16474,2-0885
16475,5-5683
16476,7-4837
16477,7-3990
16478,6-1920
16479,1-2879
16480,1-8303
16481,8-9990
16482,8-7614
16483,5-6858
16484,8-1468
16485,3-8035
16486,1-5391
16487,2-2124
16488,8-1750
16489,4-8056
16490,1-8248
16491,2-3789
16492,6-5284
16493,5-9005
16494,6-5062
16495,3-3641
16496,1-0544
16497,6-2099
16498,6-3237
16499,8-3058
16500,6-1655
16501,6-3965
16502,6-1281
16503,2-0383
16504,8-0957
16505,7-9817
16506,1-5878
16507,4-9985
16508,8-1977
16509,2-3153
16510,3-5224
16511,8-9145
16512,5-8523
16513,5-8437
16514,3-3976
16515,1-8192
16516,1-3725
16517,4-1662
16518,4-2422
16519,3-4348
16520,1-6826
16521,7-3083
16522,7-0785
16523,7-1522
16524,7-2846
16525,2-9368
16526,2-9973
16527,5-9618
16528,7-1734
16529,3-0608
16530,2-3956
16531,6-7448
16532,8-9151
16533,5-2967
16534,7-0406
16535,1-7702
16536,5-5904
16537,7-8798
16538,4-6810
16539,1-9294
16540,2-4635
16541,6-6216
16542,7-9121
16543,5-8293
16544,1-0255
16545,7-3318
16546,4-5503
16547,5-3629
16548,1-5362
16549,8-6649
16550,5-8689
16551,5-6679
16552,7-1570
16553,3-1091
16554,4-1092
16555,5-8027
16556,2-8585
16557,6-5719
16558,6-7417
16559,8-1684
16560,6-1387
16561,2-2569
16562,3-2078
16563,3-1688
16564,5-3094
16565,3-7125
16566,2-1763
16567,3-5792
16568,1-7456
16569,1-0598
16570,7-7230
16571,4-8702
16572,3-7004
16573,2-2773
16574,5-4142
16575,7-4227
16576,3-7707
16577,2-2926
16578,2-3660
16579,5-0030
16580,7-2019
16581,5-8672
16582,3-0639
16583,7-3175
16584,6-6842
16585,5-2873
16586,1-0354
16587,7-6546
16588,4-4469
16589,6-1576
16590,3-0661
16591,1-2512
16592,1-1133
16593,7-4261
16594,7-6460
16595,4-3248
16596,4-8919
16597,8-7005
16598,5-2150
16599,7-5361
16600,1-0710
16601,7-9870
16602,3-3708
16603,7-1455
16604,7-5798
16605,1-1139
16606,4-9822
16607,5-8324
16608,8-0365
16609,6-1038
16610,4-1999
16611,6-0487
16612,2-5723
16613,1-8373
16614,4-1815
16615,4-4945
16616,5-9861
16617,3-2392
16618,7-3216
16619,8-7095
16620,6-8561
16621,6-3878
16622,1-5670
16623,6-8639
16624,2-2006
16625,8-1803
16626,6-7271
16627,4-6885
16628,7-1141
16629,6-6798
16630,8-6563
16631,3-1973
16632,1-4353
16633,2-5929
16634,3-3885
16635,3-2513
16636,1-4943
16637,5-6671
16638,7-3951
16639,8-8682
16640,8-6662
16641,7-3099
16642,5-9641
16643,3-8830
16644,1-9252
16645,4-6945
16646,3-4516
16647,6-5828
16648,2-5904
16649,8-5915
16650,1-1414
16651,2-8058
16652,5-5935
16653,1-1773
16654,2-9716
16655,2-7353
16656,7-0289
16657,2-5130
16658,3-7126
16659,3-5439
16660,1-5399
16661,6-9691
16662,2-0862
16663,7-4088
16664,2-4859
16665,6-9616
16666,8-0212
16667,2-5891
16668,6-9383
16669,3-5299
16670,5-5849
16671,8-3290
16672,8-9694
16673,8-0652
16674,6-7941
16675,4-2125
16676,7-2239
16677,6-3829
16678,6-3725
16679,7-2950
16680,6-6864
16681,8-9414
16682,1-7243
16683,4-8388
16684,6-5875
16685,3-1493
16686,3-2922
16687,8-2889
16688,8-6027
16689,2-2984
16690,6-1979
16691,7-8240
16692,3-5352
16693,2-5041
16694,5-8335
16695,8-7485
16696,1-5698
16697,7-4929
16698,4-4695
16699,8-7328
16700,8-4684
16701,2-6529
16702,4-7214
16703,7-1340
16704,2-8398
16705,8-0649
16706,1-5284
16707,3-9338
16708,1-2096
16709,1-7217
16710,2-5363
16711,5-8330
16712,8-5750
16713,4-1467
16714,7-6545
16715,4-7079
16716,4-5518
16717,6-1696
16718,6-6772
16719,8-2497
16720,2-4729
16721,3-4100
16722,8-0134
16723,6-0779
16724,2-4506
16725,4-4420
16726,8-0007
16727,1-6535
16728,2-8434
16729,1-8166
16730,7-8464
16731,6-6256
16732,8-3230
16733,4-7545
16734,1-6026
16735,4-4818
16736,2-9603
16737,6-4255
16738,2-1490
16739,6-8271
16740,1-2162
16741,3-9814
16742,4-5923
16743,7-3838
16744,6-5252
16745,1-5624
16746,2-9211
16747,1-3986
16748,1-3436
16749,5-9027
16750,2-3717
16751,5-2897
16752,3-2862
16753,8-8265
16754,4-8914
16755,4-2085
16756,6-7964
16757,5-0702
16758,1-8368
16759,5-1240
16760,7-7056
16761,4-1175
16762,4-3758
16763,6-0752
16764,6-4838
16765,6-8352
16766,2-1914
16767,1-8669
16768,8-8538
16769,4-3498
16770,3-6470
16771,7-6608
16772,5-6775
16773,4-2024
16774,1-9900
16775,1-2995
16776,3-0846
16777,8-8733
16778,5-9531
16779,1-5073
16780,3-6440
16781,8-0681
16782,4-8838
16783,3-1213
16784,4-8138
16785,2-1378
16786,1-4133
16787,5-8247
16788,4-2399
16789,3-3902
16790,7-8413
16791,1-4347
16792,5-0054
16793,1-3032
16794,4-0614
16795,5-0252
16796,3-1537
16797,2-4723
16798,5-1763
16799,2-2598
16800,4-4473
16801,4-3403
16802,1-1639
16803,5-0962
16804,5-6403
16805,4-5135
16806,6-8037
16807,2-7890
16808,5-7631
16809,8-8600
16810,7-1343
16811,7-7353
16812,3-0248
16813,8-6369
16814,8-2498
16815,8-8028
16816,7-6484
16817,7-4326
16818,7-7345
16819,3-6410
16820,1-9108
16821,8-7173
16822,6-6465
16823,3-1358
16824,4-0983
16825,2-4793
16826,1-4156
16827,6-1772
16828,7-5095
16829,6-5363
16830,6-9220
16831,1-7376
16832,5-7237
16833,7-5048
16834,5-3385
16835,2-1279
16836,4-5009
16837,8-4701
16838,8-1406
16839,1-9337
16840,5-0362
16841,5-5948
16842,7-6312
16843,6-6769
16844,4-2910
16845,8-2347
16846,6-8174
16847,7-9759
16848,1-3471
16849,7-3640
16850,8-2607
16851,8-4116
16852,4-1436
16853,4-7126
16854,7-4433
16855,5-2966
16856,1-1854
16857,2-3200
16858,3-7043
16859,3-0975
16860,1-8970
16861,6-3435
16862,3-9225
16863,5-7675
16864,5-2594
16865,2-5287
16866,6-1385
16867,2-0455
16868,1-6408
16869,1-5201
16870,4-8834
16871,6-6834
16872,6-1127
16873,8-1677
16874,6-6622
16875,8-1825
16876,1-9932
16877,6-2366
16878,1-7913
16879,5-2679
16880,4-9643
16881,5-5256
16882,6-1465
16883,6-1737
16884,8-4743
16885,1-7503
16886,2-6151
16887,6-5454
16888,7-7560
16889,8-0699
16890,1-3091
16891,2-9148
16892,6-8425
16893,2-0053
16894,5-9241
16895,6-6428
16896,6-0486
16897,2-2410
16898,4-3438
16899,4-6311
16900,5-1532
16901,6-9082
16902,5-3434
16903,8-0355
16904,3-2274
16905,7-1847
16906,4-0999
16907,3-5877
16908,6-7081
16909,1-9215
16910,2-0703
16911,2-5646
16912,6-7913
16913,1-1384
16914,3-7533
16915,1-3635
16916,1-9935
16917,7-6995
16918,8-4236
16919,8-7540
16920,8-1328
16921,4-5893
16922,6-6950
16923,8-5357
16924,1-6013
16925,3-3585
16926,5-0381
16927,5-3558
16928,7-2231
16929,2-5774
16930,7-8469
16931,6-5647
16932,6-4764
16933,5-0042
16934,2-3561
16935,7-7349
16936,8-5639
16937,3-0557
16938,6-9984
16939,6-3362
16940,1-0835
16941,6-9601
16942,3-1613
16943,5-2443
16944,5-4901
16945,1-0579
16946,5-1078
16947,1-7487
16948,3-7302
16949,2-1921
16950,7-6154
16951,6-8475
16952,7-8913
16953,6-8849
16954,3-8542
16955,3-0919
16956,8-4526
16957,6-8827
16958,6-5627
16959,1-2247
16960,6-7208
16961,3-7581
16962,7-6886
16963,2-0335
16964,6-0167
16965,7-5074
16966,4-1934
16967,3-7001
16968,7-4508
16969,3-3255
16970,6-3320
16971,3-5151
16972,6-8995
16973,5-0268
16974,1-4504
16975,7-0055
16976,4-4006
16977,5-0283
16978,1-5572
16979,8-3090
16980,6-8684
16981,8-3344
16982,2-5256
16983,4-6319
16984,1-5122
16985,7-1199
16986,7-9010
16987,7-9189
16988,8-6417
16989,6-6996
16990,1-6198
16991,4-1299
16992,6-9000
16993,6-4631
16994,6-1426
16995,1-3561
16996,4-4435
16997,6-5234
16998,3-7414
16999,5-3104
17000,6-0637
17001,5-8277
17002,8-6146
17003,2-5551
17004,4-6360
17005,2-6270
17006,8-7279
17007,1-0505
17008,1-4767
17009,3-6624
17010,7-7791
17011,4-5367
17012,7-2516
17013,1-4520
17014,1-4884
17015,2-0308
17016,5-7633
17017,5-5420
17018,3-6800
17019,5-9216
17020,5-5416
17021,4-7141
17022,5-1361
17023,5-1396
17024,5-0482
17025,4-4087
17026,1-6552
17027,2-8641
17028,7-2058
17029,7-0635
17030,6-6560
17031,1-1793
17032,8-8634
17033,5-0253
17034,1-9106
17035,5-3077
17036,5-3279
17037,6-5923
17038,1-6614
17039,6-9786
17040,8-4774
17041,1-6544
17042,5-8380
17043,7-8322
17044,2-4475
17045,1-9048
17046,8-9651
17047,6-1553
17048,3-3697
17049,4-4125
17050,4-9419
17051,3-8086
17052,2-5173
17053,4-9310
17054,2-5786
17055,3-9298
17056,1-1962
17057,4-2095
17058,8-6306
17059,5-6543
17060,1-9214
17061,5-6256
17062,7-1500
17063,6-3360
17064,8-0519
17065,2-9927
17066,6-9556
17067,1-6868
17068,7-0548
17069,8-2152
17070,8-5707
17071,4-9932
17072,2-8052
17073,4-0536
17074,6-4465
17075,8-5131
17076,2-0363
17077,4-0758
17078,8-2307
17079,3-3622
17080,1-1380
17081,5-9423
17082,2-1586
17083,8-6159
17084,6-0599
17085,5-8476
17086,5-2072
17087,8-0479
17088,8-1724
17089,7-0511
17090,8-8857
17091,8-4964
17092,6-7888
17093,6-3148
17094,5-1660
17095,8-2795
17096,1-8487
17097,5-3432
17098,1-8110
17099,5-7886
17100,3-0763
17101,8-4381
17102,7-1754
17103,4-7064
17104,5-2619
17105,3-8505
17106,5-8766
17107,6-3031
17108,5-6759
17109,2-9849
17110,7-2552
17111,4-5189
17112,2-3451
17113,1-5444
17114,8-8851
17115,5-8232
17116,1-4267
17117,2-2155
17118,1-6941
17119,5-0348
17120,7-5088
17121,1-1709
17122,5-5965
17123,5-4190
17124,8-2711
17125,8-1087
17126,5-9735
17127,8-9252
17128,5-0827
17129,4-4235
17130,3-3601
17131,7-9761
17132,3-0752
17133,2-4934
17134,2-4344
17135,3-0992
17136,4-1743
17137,5-0767
17138,4-5263
17139,3-1752
17140,3-8274
17141,8-7087
17142,3-4473
17143,5-1683
17144,6-1470
17145,5-4693
17146,8-7626
17147,8-2995
17148,4-0411
17149,1-3363
17150,8-0635
17151,4-9958
17152,8-6717
17153,5-3319
17154,3-8190
17155,8-8987
17156,8-0354
17157,6-0358
17158,6-7925
17159,7-9169
17160,1-6039
17161,5-1421
17162,1-1044
17163,5-4838
17164,3-1876
17165,5-0707
17166,5-6713
17167,3-8773
17168,8-8375
17169,6-6594
17170,8-6956
17171,1-3806
17172,8-1238
17173,1-0618
17174,2-0794
17175,4-7191
17176,2-0421
17177,5-1135
17178,3-6457
17179,4-5055
17180,8-8004
17181,8-8509
17182,3-1421
17183,5-3674
17184,4-9599
17185,3-5165
17186,3-9290
17187,1-4892
17188,3-8378
17189,3-5495
17190,2-3501
17191,2-7750
17192,5-9067
17193,4-1015
17194,4-0822
17195,6-8746
17196,3-4086
17197,6-0961
17198,3-9982
17199,8-0373
17200,3-0854
17201,7-0228
17202,7-9440
17203,7-5667
17204,4-7217
17205,6-5539
17206,5-1375
17207,7-7413
17208,1-8815
17209,1-1619
17210,4-7143
17211,2-0390
17212,3-0914
17213,7-1071
17214,7-0688
17215,8-5706
17216,5-4338
17217,8-7800
17218,2-8407
17219,1-5030
17220,4-3755
17221,7-8039
17222,3-5718
17223,4-0791
17224,2-9821
17225,2-4011
17226,8-4426
17227,1-8805
17228,1-9861
17229,4-5108
17230,1-1425
17231,6-2673
17232,5-2263
17233,8-0441
17234,6-9008
17235,6-5939
17236,6-6666
17237,1-3338
17238,4-3237
17239,5-0736
17240,5-7630
17241,5-5263
17242,8-5903
17243,2-2038
17244,5-4359
17245,1-1284
17246,8-6966
17247,5-5840
17248,3-8692
17249,8-0789
17250,1-1461
17251,1-5286
17252,3-0675
17253,6-9250
17254,1-1032
17255,6-3203
17256,7-3241
17257,7-9957
17258,1-6139
17259,4-5646
17260,3-6441
17261,7-6115
17262,2-3282
17263,4-2495
17264,5-0047
17265,8-0219
17266,2-7896
17267,6-9433
17268,6-6687
17269,5-6182
17270,4-5841
17271,5-1954
17272,3-2321
17273,3-6559
17274,4-3806
17275,3-7890
17276,4-0534
17277,8-4506
17278,6-2104
17279,4-2648
17280,1-9061
17281,8-2350
17282,3-3167
17283,4-6943
17284,4-0211
17285,4-1014
17286,1-7259
17287,7-4423
17288,1-3313
17289,4-4107
17290,6-8203
17291,4-2114
17292,3-8198
17293,3-6688
17294,2-9332
17295,6-0909
17296,6-3036
17297,7-7943
17298,4-1028
17299,1-9140
17300,5-8273
17301,6-6859
17302,2-3984
17303,3-6813
17304,5-6262
17305,1-3664
17306,7-5400
17307,6-6799
17308,3-9971
17309,6-4588
17310,5-7147
17311,5-9053
17312,2-3558
17313,6-0868
17314,5-8445
17315,8-9065
17316,3-8233
17317,5-6540
17318,2-5949
17319,1-1532
17320,3-3848
17321,4-8847
17322,8-5492
17323,3-4093
17324,6-4576
17325,1-2621
17326,1-0499
17327,8-6478
17328,2-1441
17329,3-4151
17330,4-5719
17331,8-2718
17332,3-5911
17333,5-4324
17334,1-1857
17335,7-0703
17336,8-9933
17337,3-3838
17338,7-0022
17339,1-9818
17340,4-2122
17341,7-4132
17342,2-5816
17343,1-4127
17344,7-3590
17345,2-0582
17346,5-7067
17347,2-6138
17348,7-9176
17349,1-4891
17350,3-4361
17351,6-6710
17352,5-8256
17353,8-4670
17354,7-3181
17355,1-0365
17356,3-4307
17357,8-9169
17358,8-9655
17359,7-0359
17360,5-4264
17361,7-1185
17362,8-1402
17363,7-3026
17364,7-3164
17365,4-8433
17366,5-5929
17367,7-8051
17368,5-0574
17369,2-1475
17370,2-4832
17371,3-5090
17372,2-3604
17373,5-6864
17374,7-2615
17375,3-9728
17376,1-9275
17377,1-6700
17378,8-7945
17379,6-7766
17380,1-1175
17381,1-2470
17382,5-2630
17383,6-2130
17384,2-2433
17385,3-8303
17386,5-6110
17387,5-1173
17388,8-3076
17389,4-0335
17390,6-9934
17391,5-6813
17392,1-4911
17393,4-4392
17394,1-9244
17395,6-8479
17396,4-3479
17397,1-5271
17398,2-9576
17399,3-5366
17400,1-1346
17401,7-0592
17402,3-3285
17403,1-3574
17404,8-7106
17405,5-0873
17406,8-1460
17407,7-1716
17408,2-8386
17409,8-8962
17410,8-9372
17411,8-0822
17412,4-3491
17413,2-5084
17414,3-1222
17415,3-4869
17416,6-4697
17417,4-5899
17418,4-7408
17419,2-4805
17420,7-6420
17421,2-0215
17422,6-3643
17423,1-3758
17424,7-8230
17425,7-9216
17426,7-2106
17427,8-0053
17428,3-1327
17429,5-2962
17430,4-2696
17431,6-0177
17432,4-9088
17433,2-8432
17434,8-7450
17435,2-1780
17436,8-6784
17437,8-5527
17438,3-6417
17439,2-5352
17440,3-4944
17441,8-9025
17442,4-6098
17443,3-4088
17444,4-6966
17445,6-1343
17446,6-3738
17447,4-5854
17448,1-3143
17449,5-2882
17450,4-2635
17451,4-7201
17452,3-9963
17453,6-6271
17454,6-6938
17455,6-6709
17456,3-8363
17457,5-4793
17458,2-1544
17459,7-2156
17460,5-4704
17461,2-3578
17462,8-4319
17463,1-0278
17464,1-9247
17465,2-8395
17466,1-0117
17467,6-4056
17468,3-4777
17469,1-9652
17470,3-6110
17471,1-7919
17472,2-6654
17473,3-8975
17474,5-4929
17475,4-3144
17476,7-8587
17477,6-9657
17478,6-8143
17479,4-9630
17480,1-4683
17481,6-6353
17482,7-9191
17483,2-5563
17484,4-5995
17485,7-8167
17486,5-7936
17487,5-6580
17488,8-1708
17489,5-6462
17490,8-4677
17491,8-8973
17492,5-5568
17493,5-7436
17494,6-5523
17495,8-0641
17496,6-6623
17497,8-0338
17498,3-4921
17499,8-9609
17500,2-0972
17501,7-4215
17502,8-5712
17503,7-0149
17504,8-6186
17505,8-2807
17506,7-3808
17507,3-7423
17508,5-4505
17509,3-5415
17510,7-6941
17511,5-9648
17512,6-6801
17513,2-0020
17514,4-5262
17515,1-8646
17516,7-1848
17517,1-6205
17518,8-9203
17519,6-3678
17520,2-3513
17521,4-4069
17522,2-0412
17523,5-4355
17524,5-5640
17525,3-1001
17526,5-1116
17527,1-1952
17528,8-7479
17529,1-9841
17530,3-4459
17531,8-1576
17532,4-5504
17533,8-9972
17534,8-6549
17535,2-3783
17536,3-4999
17537,2-3516
17538,6-6876
17539,3-0128
17540,6-8214
17541,7-5417
17542,7-1431
17543,5-5455
17544,8-4780
17545,7-1656
17546,7-8229
17547,7-7130
17548,6-9288
17549,8-3594
17550,4-3316
17551,3-8043
17552,2-6772
17553,5-1412
17554,1-0621
17555,2-6662
17556,5-2597
17557,5-9773
17558,2-7678
17559,3-5430
17560,1-4253
17561,3-5054
17562,1-2115
17563,3-5790
17564,2-4755
17565,7-3601
17566,8-6234
17567,4-2796
17568,5-6885
17569,6-7093
17570,5-1205
17571,4-5166
17572,4-2725
17573,2-8180
17574,1-7321
17575,6-8606
17576,3-5665
17577,7-0757
17578,3-7313
17579,8-0068
17580,4-9811
17581,4-1235
17582,5-6311
17583,5-4042
17584,7-3486
17585,5-3073
17586,1-2938
17587,2-0789
17588,4-2684
17589,1-2619
17590,2-6387
17591,6-0650
17592,6-2856
17593,7-0729
17594,1-0694
17595,8-6584
17596,8-9137
17597,2-1611
17598,2-6096
17599,4-7113
17600,5-4392
17601,7-4948
17602,2-7871
17603,6-7351
17604,2-6260
17605,8-7491
17606,2-4559
17607,1-1713
17608,3-0881
17609,4-9158
17610,3-5846
17611,6-1792
17612,6-9374
17613,1-8861
17614,7-5216
17615,3-2186
17616,2-4416
17617,3-2115
17618,1-3893
17619,3-4125
17620,8-7295
17621,2-8621
17622,3-0645
17623,4-0770
17624,8-2481
17625,3-2164
17626,2-7151
17627,5-2426
17628,7-7150
17629,3-2282
17630,6-8814
17631,6-2145
17632,8-5201
17633,2-0521
17634,3-0070
17635,5-7107
17636,2-2052
17637,4-3639
17638,8-3436
17639,6-7153
17640,3-7448
17641,4-4205
17642,7-7576
17643,4-6892
17644,5-4244
17645,7-6964
17646,4-7517
17647,2-7837
17648,2-7211
17649,3-0891
17650,8-6670
17651,4-5598
17652,2-8273
17653,1-2500
17654,3-9893
17655,4-2064
17656,5-3285
17657,4-5818
17658,6-4457
17659,3-4131
17660,6-8294
17661,7-0178
17662,6-0568
17663,2-3481
17664,1-0038
17665,5-7148
17666,1-4882
17667,1-7909
17668,6-4128
17669,4-0327
17670,5-4289
17671,3-0332
17672,7-5933
17673,4-2178
17674,7-7682
17675,4-0582
17676,2-4823
17677,4-5200
17678,8-4057
17679,2-5905
17680,5-1898
17681,2-7676
17682,6-1746
17683,7-7521
17684,7-6250
17685,7-8437
17686,6-9742
17687,1-7529
17688,6-8182
17689,7-8967
17690,1-7379
17691,6-9689
17692,5-5514
17693,3-7481
17694,7-8335
17695,2-1959
17696,7-5021
17697,4-8951
17698,4-4973
17699,6-0140
17700,7-9603
17701,2-0518
17702,4-1129
17703,8-3767
17704,3-9935
17705,5-9347
17706,2-2650
17707,6-2803
17708,2-3029
17709,7-5836
17710,5-5895
17711,5-4087
17712,7-4289
17713,4-7474
17714,3-4074
17715,7-4086
17716,6-9308
17717,3-8865
17718,6-8079
17719,3-4575
17720,4-3187
17721,7-9281
17722,3-4542
17723,7-6919
17724,4-1587
17725,2-7784
17726,3-1633
17727,2-9983
17728,1-8430
17729,8-4325
17730,1-0683
17731,8-3568
17732,8-9477
17733,1-9034
17734,3-2894
17735,7-0410
17736,5-3858
17737,2-2802
17738,6-9502
17739,4-2483
17740,4-8653
17741,7-0500
17742,3-0819
17743,6-3982
17744,3-9779
17745,2-3110
17746,7-0940
17747,6-7221
17748,5-3699
17749,3-8438
17750,3-4919
17751,8-7341
17752,8-1390
17753,3-1967
17754,2-7488
17755,2-9540
17756,3-9317
17757,7-8748
17758,7-5359
17759,2-6951
17760,3-8285
17761,1-1100
17762,2-5233
17763,8-8498
17764,1-5104
17765,3-2926
17766,2-1972
17767,4-9697
17768,7-0678
17769,7-6325
17770,3-6707
17771,8-8791
17772,2-2790
17773,2-8947
17774,4-1497
17775,7-8653
17776,5-6276
17777,4-1932
17778,6-7938
17779,4-6476
17780,7-9514
17781,3-2031
17782,6-4387
17783,2-0252
17784,7-9416
17785,5-1009
17786,7-4284
17787,7-2921
17788,4-0393
17789,4-1613
17790,8-8971
17791,1-2551
