,lead
4087,4-4973
4088,6-8840
4089,7-6573
4090,5-0390
4091,7-9274
4092,1-2773
4093,7-5306
4094,2-1256
4095,5-6631
4096,3-8726
4097,6-4426
4098,2-9580
4099,2-3560
4100,7-0318
4101,3-2197
4102,8-4432
4103,1-1361
4104,5-4714
4105,4-7169
4106,1-2371
4107,5-7083
4108,6-8791
4109,8-4695
4110,1-8614
4111,6-5013
4112,6-8992
4113,2-6291
4114,8-4139
4115,5-5851
4116,6-6379
4117,7-9748
4118,7-1626
4119,4-8102
4120,1-8642
4121,3-6323
4122,8-2175
4123,6-0801
4124,8-2003
4125,3-9261
4126,7-5032
4127,4-1344
4128,8-2902
4129,1-8586
4130,6-7675
4131,5-0259
4132,4-3956
4133,4-4673
4134,6-2244
4135,8-8844
4136,4-5796
4137,6-0088
4138,7-2434
4139,8-1608
4140,3-8708
4141,1-3731
4142,6-0203
4143,6-7296
4144,1-0923
4145,3-7267
4146,2-2770
4147,8-1368
4148,8-1398
4149,4-0075
4150,4-0167
4151,7-3326
4152,3-9769
4153,1-4823
4154,6-9297
4155,2-1255
4156,3-8816
4157,8-1767
4158,6-8028
4159,8-5111
4160,7-2340
4161,6-4281
4162,1-8445
4163,4-9861
4164,7-5087
4165,5-4469
4166,5-0441
4167,5-2949
4168,5-2953
4169,5-7870
4170,6-8517
4171,4-7159
4172,6-5536
4173,6-3388
4174,5-1165
4175,5-2026
4176,5-7610
4177,2-9563
4178,1-8328
4179,1-3112
4180,7-7485
4181,7-9898
4182,8-5725
4183,2-6187
4184,8-5331
4185,2-2653
4186,4-2142
4187,2-4063
4188,7-3006
4189,7-3672
4190,1-4287
4191,5-3358
4192,1-2368
4193,8-7214
4194,6-8645
4195,4-9988
4196,8-9559
4197,5-7958
4198,6-9558
4199,5-0604
4200,5-8910
4201,8-9768
4202,7-1734
4203,6-2594
4204,6-0563
4205,1-7128
4206,7-0955
4207,5-5132
4208,6-1630
4209,7-4168
4210,8-6071
4211,3-3440
4212,3-5746
4213,3-6564
4214,6-8047
4215,8-0347
4216,8-8353
4217,6-4915
4218,6-0141
4219,3-4922
4220,7-2597
4221,3-1255
4222,5-9699
4223,1-9736
4224,7-5366
4225,6-9831
4226,8-3329
4227,7-4577
4228,2-3445
4229,8-0185
4230,1-6910
4231,3-9107
4232,7-8957
4233,4-7351
4234,3-0372
4235,8-5343
4236,3-3451
4237,6-8416
4238,2-3743
4239,5-5604
4240,7-0613
4241,3-5726
4242,1-5368
4243,5-7822
4244,4-4699
4245,4-2739
4246,6-6127
4247,6-0425
4248,1-6130
4249,6-1137
4250,7-4059
4251,6-1438
4252,1-0655
4253,8-0867
4254,7-6152
4255,1-1365
4256,4-7544
4257,1-8302
4258,2-9848
4259,1-5130
4260,7-6532
4261,5-0164
4262,1-4703
4263,2-0983
4264,6-9477
4265,3-6624
4266,7-5203
4267,8-6507
4268,5-7688
4269,5-0826
4270,8-4155
4271,2-4094
4272,4-4050
4273,1-1218
4274,3-8410
4275,3-5759
4276,5-6851
4277,4-1198
4278,8-4031
4279,6-0029
4280,1-6785
4281,3-0363
4282,4-4387
4283,3-7355
4284,1-7997
4285,3-8887
4286,1-6649
4287,2-7852
4288,1-5039
4289,7-9550
4290,1-4286
4291,3-7321
4292,5-4607
4293,5-9269
4294,3-9865
4295,5-4871
4296,5-8339
4297,6-1113
4298,3-8900
4299,7-0221
4300,7-6162
4301,5-2383
4302,7-8640
4303,1-1588
4304,1-2281
4305,7-6577
4306,5-5674
4307,6-4607
4308,3-9357
4309,7-0174
4310,3-4932
4311,3-9369
4312,3-7925
4313,1-2411
4314,6-8798
4315,4-7671
4316,2-2698
4317,8-6813
4318,3-6617
4319,5-9187
4320,6-6244
4321,8-1439
4322,3-0595
4323,4-3644
4324,7-8757
4325,4-8081
4326,4-0593
4327,8-9416
4328,8-5997
4329,8-7616
4330,3-3572
4331,4-5740
4332,1-1397
4333,7-4471
4334,7-8675
4335,2-6987
4336,6-4042
4337,3-7031
4338,1-7581
4339,2-4448
4340,8-3598
4341,1-8103
4342,2-7377
4343,2-1456
4344,8-8165
4345,5-7990
4346,2-9712
4347,7-0137
4348,4-7977
4349,5-6127
4350,1-1936
4351,7-8654
4352,1-7414
4353,1-9869
4354,2-3388
4355,8-0249
4356,7-3818
4357,8-4834
4358,8-6178
4359,4-3141
4360,3-6770
4361,7-3718
4362,3-8307
4363,8-0280
4364,1-0059
4365,3-6885
4366,3-1198
4367,5-6648
4368,2-9084
4369,7-9966
4370,3-4294
4371,3-6448
4372,4-4475
4373,8-9812
4374,3-2968
4375,7-1667
4376,1-0494
4377,8-4347
4378,6-2208
4379,6-5434
4380,1-6186
4381,5-8558
4382,7-2216
4383,8-4611
4384,3-5094
4385,2-9841
4386,5-1596
4387,7-9601
4388,8-4885
4389,1-9085
4390,5-7486
4391,5-6401
4392,3-8991
4393,7-3159
4394,6-6918
4395,8-4209
4396,4-4041
4397,5-5088
4398,6-3665
4399,6-8538
4400,5-2968
4401,3-9146
4402,8-1554
4403,3-5153
4404,6-9642
4405,5-9144
4406,3-6747
4407,7-7728
4408,6-8324
4409,8-2949
4410,1-1925
4411,7-2255
4412,2-3174
4413,7-6970
4414,8-3597
4415,3-0615
4416,5-7765
4417,1-0582
4418,1-9075
4419,6-8567
4420,8-3047
4421,8-2323
4422,8-7980
4423,6-2876
4424,6-5128
4425,6-9238
4426,6-6845
4427,4-6657
4428,6-9490
4429,8-6006
4430,1-2366
4431,7-4618
4432,3-5706
4433,6-1229
4434,7-4927
4435,1-6161
4436,1-2516
4437,8-1845
4438,6-2788
4439,2-1939
4440,3-6934
4441,3-8070
4442,5-7828
4443,2-2774
4444,4-1847
4445,6-8220
4446,5-7623
4447,5-4424
4448,3-9215
4449,6-1996
4450,7-7370
4451,1-4935
4452,5-2787
4453,4-0978
4454,5-3512
4455,4-0464
4456,2-6464
4457,1-8749
4458,4-9067
4459,2-3957
4460,1-5578
4461,7-2867
4462,5-0888
4463,4-7490
4464,1-1789
4465,7-2604
4466,8-5155
4467,8-0149
4468,5-2803
4469,8-6529
4470,3-7911
4471,5-8951
4472,8-3621
4473,1-2826
4474,3-8100
4475,6-6644
4476,2-6563
4477,7-4734
4478,2-8179
4479,6-5541
4480,8-8657
4481,1-8459
4482,2-7745
4483,6-1226
4484,4-7866
4485,1-2266
4486,8-9159
4487,8-3043
4488,1-8422
4489,8-9564
4490,8-4318
4491,6-7398
4492,7-5642
4493,1-4794
4494,8-4814
4495,5-2832
4496,5-4531
4497,7-9102
4498,1-6526
4499,6-5332
4500,3-2722
4501,4-7844
4502,7-7025
4503,2-9025
4504,6-3033
4505,3-8833
4506,2-7875
4507,1-0507
4508,5-6478
4509,5-4581
4510,5-4014
4511,5-7503
4512,4-8940
4513,2-6991
4514,8-2686
4515,4-1399
4516,5-2724
4517,5-7455
4518,4-4254
4519,3-1953
4520,5-9031
4521,8-0018
4522,5-5381
4523,7-3477
4524,8-9651
4525,3-5552
4526,1-3948
4527,2-1948
4528,6-5694
4529,2-8769
4530,5-6988
4531,3-9041
4532,5-4445
4533,4-9198
4534,7-6722
4535,2-3297
4536,1-8027
4537,1-0261
4538,4-8343
4539,6-7012
4540,2-9794
4541,2-1750
4542,5-3889
4543,7-0127
4544,6-8513
4545,2-9340
4546,7-6470
4547,1-8707
4548,6-0884
4549,6-3141
4550,7-3002
4551,6-4159
4552,4-5994
4553,5-5248
4554,8-4039
4555,4-5259
4556,2-4576
4557,5-6542
4558,6-1348
4559,7-1663
4560,3-0969
4561,8-6861
4562,5-5089
4563,1-3750
4564,8-2104
4565,7-0405
4566,7-9065
4567,1-7747
4568,3-8463
4569,4-7452
4570,7-2928
4571,2-0280
4572,5-3045
4573,5-2763
4574,2-2995
4575,5-8509
4576,5-8380
4577,4-9543
4578,7-6951
4579,2-8181
4580,1-9315
4581,4-5997
4582,7-8882
4583,3-4489
4584,6-2202
4585,2-1159
4586,3-5591
4587,7-1973
4588,2-2457
4589,7-5750
4590,6-5098
4591,4-8363
4592,3-7931
4593,5-1851
4594,7-3889
4595,2-3682
4596,3-7640
4597,3-7287
4598,6-2604
4599,6-7331
4600,8-6503
4601,2-1276
4602,7-8186
4603,7-9037
4604,5-0608
4605,3-6346
4606,2-1041
4607,6-6728
4608,1-8827
4609,3-8480
4610,6-5573
4611,2-7347
4612,1-6932
4613,3-5074
4614,5-8436
4615,5-3802
4616,6-9933
4617,8-3115
4618,3-9029
4619,4-6975
4620,3-7780
4621,6-4748
4622,3-2148
4623,7-9656
4624,7-2578
4625,8-8889
4626,3-5754
4627,5-2053
4628,1-5145
4629,4-6149
4630,7-1690
4631,6-7015
4632,7-5963
4633,6-4192
4634,6-3642
4635,5-6636
4636,8-9025
4637,5-8963
4638,6-3245
4639,4-3645
4640,4-2653
4641,4-9074
4642,6-4018
4643,6-7482
4644,2-2685
4645,1-7266
4646,4-5647
4647,3-6037
4648,1-8629
4649,6-5689
4650,4-6049
4651,7-2609
4652,8-6559
4653,1-3469
4654,1-6208
4655,8-8048
4656,5-4617
4657,8-2113
4658,5-0874
4659,6-6159
4660,5-7391
4661,1-7838
4662,1-2557
4663,2-7999
4664,1-6787
4665,3-5446
4666,3-5570
4667,2-1755
4668,2-6172
4669,3-5439
4670,3-5527
4671,3-3186
4672,2-6847
4673,8-7748
4674,4-8148
4675,6-8429
4676,8-3967
4677,6-2125
4678,6-5474
4679,5-3052
4680,1-2733
4681,8-9871
4682,7-9479
4683,3-7591
4684,1-6505
4685,7-2167
4686,5-7631
4687,1-7016
4688,3-1949
4689,8-8653
4690,6-1023
4691,7-8637
4692,2-1683
4693,1-0881
4694,1-1636
4695,7-3532
4696,2-2168
4697,1-0197
4698,6-6467
4699,3-5326
4700,8-8023
4701,7-0114
4702,2-8546
4703,6-1318
4704,3-9038
4705,7-0917
4706,6-4178
4707,7-4723
4708,6-4984
4709,1-5068
4710,4-9149
4711,7-9313
4712,8-8559
4713,3-4699
4714,7-6568
4715,4-4481
4716,8-0379
4717,8-3679
4718,1-7159
4719,3-5253
4720,1-8515
4721,5-4353
4722,2-9076
4723,2-6697
4724,5-3628
4725,1-7374
4726,6-4842
4727,7-7689
4728,1-6591
4729,5-6266
4730,2-6058
4731,6-7439
4732,3-8874
4733,4-5478
4734,3-2198
4735,6-8312
4736,7-1284
4737,6-2946
4738,1-0940
4739,7-9833
4740,6-9610
4741,7-0348
4742,8-6888
4743,7-7344
4744,2-9925
4745,8-0680
4746,5-1495
4747,7-4132
4748,3-5325
4749,5-1826
4750,4-7150
4751,4-5679
4752,7-5470
4753,6-4649
4754,6-9611
4755,7-3428
4756,5-9893
4757,5-2011
4758,7-8373
4759,8-2461
4760,7-0927
4761,4-2186
4762,8-7888
4763,5-4491
4764,6-7891
4765,2-3796
4766,1-9777
4767,6-1582
4768,1-8582
4769,3-7637
4770,7-9918
4771,5-7470
4772,5-6973
4773,8-2600
4774,2-2996
4775,4-0555
4776,5-5565
4777,8-9142
4778,1-4511
4779,3-9005
4780,2-7453
4781,7-4860
4782,6-8093
4783,4-9842
4784,2-7762
4785,7-1539
4786,4-4749
4787,7-6483
4788,6-3260
4789,4-3959
4790,3-9446
4791,1-1627
4792,6-9565
4793,7-9615
4794,2-0472
4795,3-4964
4796,2-9560
4797,6-7424
4798,4-1785
4799,6-3752
4800,8-7809
4801,8-7301
4802,3-3851
4803,6-3609
4804,3-9708
4805,6-7769
4806,8-2122
4807,4-1373
4808,2-7655
4809,2-8273
4810,6-2671
4811,3-8970
4812,3-5854
4813,6-7054
4814,1-0105
4815,1-9768
4816,3-5760
4817,7-8693
4818,2-2353
4819,3-7813
4820,3-1006
4821,7-7958
4822,6-6228
4823,4-0558
4824,3-6594
4825,8-0505
4826,6-9855
4827,7-0685
4828,4-2897
4829,5-2927
4830,4-7053
4831,8-2183
4832,5-7633
4833,2-7642
4834,8-6876
4835,2-0854
4836,7-5535
4837,6-1395
4838,7-5719
4839,3-6235
4840,2-6566
4841,2-5970
4842,5-8878
4843,7-4337
4844,2-7466
4845,5-6027
4846,5-2057
4847,7-4218
4848,3-7366
4849,2-7983
4850,4-4094
4851,6-5446
4852,7-6247
4853,6-2813
4854,5-6823
4855,6-7678
4856,1-2998
4857,7-1794
4858,4-4494
4859,6-6785
4860,1-2548
4861,2-2069
4862,8-1447
4863,8-3810
4864,2-7595
4865,2-7571
4866,7-1986
4867,5-8766
4868,2-2856
4869,1-2002
4870,5-7824
4871,8-3909
4872,7-1348
4873,3-6972
4874,2-5252
4875,5-4894
4876,4-6977
4877,8-5749
4878,6-6242
4879,8-9156
4880,5-5169
4881,1-4098
4882,7-9943
4883,6-3067
4884,7-1899
4885,1-9474
4886,2-0284
4887,4-1671
4888,6-5023
4889,2-6953
4890,4-8956
4891,3-3141
4892,1-7092
4893,1-1320
4894,5-4987
4895,3-9245
4896,1-3052
4897,3-9476
4898,5-2861
4899,2-7242
4900,8-3933
4901,4-2750
4902,8-8191
4903,5-7663
4904,1-9956
4905,5-1433
4906,4-1445
4907,3-4962
4908,6-0787
4909,5-2593
4910,5-5502
4911,8-3490
4912,2-8672
4913,4-2747
4914,3-5011
4915,5-9460
4916,1-4256
4917,1-2000
4918,7-8593
4919,4-6159
4920,3-9823
4921,5-6820
4922,1-2727
4923,2-2879
4924,7-7258
4925,6-2344
4926,5-0153
4927,6-7168
4928,1-2659
4929,7-5732
4930,3-6274
4931,8-0902
4932,1-2183
4933,8-1928
4934,5-8946
4935,3-6250
4936,2-5686
4937,3-2581
4938,3-9028
4939,8-5015
4940,5-8424
4941,4-8951
4942,8-6370
4943,6-0292
4944,3-3122
4945,4-6683
4946,5-7531
4947,5-6891
4948,7-4593
4949,1-6052
4950,7-3475
4951,6-1001
4952,7-0943
4953,7-0833
4954,1-3098
4955,8-0331
4956,3-1452
4957,5-6195
4958,5-8607
4959,1-9992
4960,7-3803
4961,5-9289
4962,5-0047
4963,5-3133
4964,6-4542
4965,7-8523
4966,2-9461
4967,3-9994
4968,2-5962
4969,7-3780
4970,6-6396
4971,7-4488
4972,3-2979
4973,4-3139
4974,6-2611
4975,8-6775
4976,1-2709
4977,7-2098
4978,6-4481
4979,6-2321
4980,2-9400
4981,2-7098
4982,3-4041
4983,3-6968
4984,6-1232
4985,5-6685
4986,7-9264
4987,2-7388
4988,6-0309
4989,7-9546
4990,4-0196
4991,8-8956
4992,1-7376
4993,5-3024
4994,6-7101
4995,1-9355
4996,8-7684
4997,6-8412
4998,8-4175
4999,6-9730
5000,3-8732
5001,2-3697
5002,7-6739
5003,3-6000
5004,8-9535
5005,5-1461
5006,6-4410
5007,1-3508
5008,1-2911
5009,3-1276
5010,8-5250
5011,3-4393
5012,7-6119
5013,3-9055
5014,8-3715
5015,1-2923
5016,8-8734
5017,3-7222
5018,6-6125
5019,6-4091
5020,8-3964
5021,6-4729
5022,8-5730
5023,1-2546
5024,3-9143
5025,1-4002
5026,7-9176
5027,2-8600
5028,5-3412
5029,3-9642
5030,8-1657
5031,6-6809
5032,6-9018
5033,8-3092
5034,7-7471
5035,3-3545
5036,3-7027
5037,3-7097
5038,6-4240
5039,8-2133
5040,6-8112
5041,7-2454
5042,3-4498
5043,6-2433
5044,5-2230
5045,8-4132
5046,7-5584
5047,8-4015
5048,6-2131
5049,6-0250
5050,2-2642
5051,4-1387
5052,6-8075
5053,6-6780
5054,5-6627
5055,8-0593
5056,1-0071
5057,8-4916
5058,5-4107
5059,5-3770
5060,5-8665
5061,8-7796
5062,1-7547
5063,6-2224
5064,4-8095
5065,3-8286
5066,2-0663
5067,1-9648
5068,1-7269
5069,2-6153
5070,6-9172
5071,7-0215
5072,4-0674
5073,7-9730
5074,3-9194
5075,4-8441
5076,8-1467
5077,4-6948
5078,8-8671
5079,7-4384
5080,4-1247
5081,8-5138
5082,3-3291
5083,3-4721
5084,8-1720
5085,2-2654
5086,1-8305
5087,4-8648
5088,1-9672
5089,2-5942
5090,6-6117
5091,8-1384
5092,7-2882
5093,5-1680
5094,7-2686
5095,5-6741
5096,7-8324
5097,2-3875
5098,1-1307
5099,3-6719
5100,5-5813
5101,4-8743
5102,1-9769
5103,2-9945
5104,6-4567
5105,6-2558
5106,4-0657
5107,8-1220
5108,3-9020
5109,7-7751
5110,6-8713
5111,3-1071
5112,6-4840
5113,8-6520
5114,4-3351
5115,8-2187
5116,1-1084
5117,3-3362
5118,7-5189
5119,8-9896
5120,8-4725
5121,5-6409
5122,6-6969
5123,1-5407
5124,4-7258
5125,4-5897
5126,3-4586
5127,6-1272
5128,6-1930
5129,1-7008
5130,7-1411
5131,5-8608
5132,6-6464
5133,2-1676
5134,6-6512
5135,3-9426
5136,3-1904
5137,7-1868
5138,8-4978
5139,2-6050
5140,2-2683
5141,5-4116
5142,6-2358
5143,1-2716
5144,7-1974
5145,7-5929
5146,3-1665
5147,1-1140
5148,4-4062
5149,3-8592
5150,8-4072
5151,1-7925
5152,5-1608
5153,7-4637
5154,3-5029
5155,8-4098
5156,7-9838
5157,5-3068
5158,7-7515
5159,7-4762
5160,8-8935
5161,5-4040
5162,3-1676
5163,5-9434
5164,7-5763
5165,8-1780
5166,6-8553
5167,4-2851
5168,2-4071
5169,5-1170
5170,6-1605
5171,1-8086
5172,8-8322
5173,5-8014
5174,6-9774
5175,1-0922
5176,1-4393
5177,5-2590
5178,6-8035
5179,8-2178
5180,2-0788
5181,6-5153
5182,4-7176
5183,3-5607
5184,1-7120
5185,4-1762
5186,8-7869
5187,1-2522
5188,5-3356
5189,8-0146
5190,5-1766
5191,8-7567
5192,3-5463
5193,1-5961
5194,5-9200
5195,3-9608
5196,3-5308
5197,4-7200
5198,1-3197
5199,4-5173
5200,3-7701
5201,7-7066
5202,7-9774
5203,8-4129
5204,7-4338
5205,7-5721
5206,1-0047
5207,3-0369
5208,5-5911
5209,6-9647
5210,2-3180
5211,4-6299
5212,6-7948
5213,4-9800
5214,8-3567
5215,1-3127
5216,7-2616
5217,5-6596
5218,4-1697
5219,1-6990
5220,6-6665
5221,4-8602
5222,5-2451
5223,8-3072
5224,7-0471
5225,7-8426
5226,7-8397
5227,4-0099
5228,8-4758
5229,5-3651
5230,3-9643
5231,6-1316
5232,4-0175
5233,1-4111
5234,8-0381
5235,2-4664
5236,2-0772
5237,7-8083
5238,6-8129
5239,7-3697
5240,2-6466
5241,3-8401
5242,6-6314
5243,5-3307
5244,6-2445
5245,8-2929
5246,1-1626
5247,7-4396
5248,4-2585
5249,1-4162
5250,8-2091
5251,8-9498
5252,3-9673
5253,3-5577
5254,2-6374
5255,2-1361
5256,3-3422
5257,8-8215
5258,1-9933
5259,6-6965
5260,4-4669
5261,3-4286
5262,7-7919
5263,2-1693
5264,5-6021
5265,3-5193
5266,8-1381
5267,6-8954
5268,7-4292
5269,8-0224
5270,6-6188
5271,6-4738
5272,6-5346
5273,2-3562
5274,6-7251
5275,6-8562
5276,3-7004
5277,8-3753
5278,1-6339
5279,2-8646
5280,1-5364
5281,7-7924
5282,5-7188
5283,7-2890
5284,8-9395
5285,3-7139
5286,3-9294
5287,5-5214
5288,1-6081
5289,4-2683
5290,4-4871
5291,6-1059
5292,1-8192
5293,2-3855
5294,3-8753
5295,2-6362
5296,3-4039
5297,7-2165
5298,7-5105
5299,3-2066
5300,4-8777
5301,6-3035
5302,5-3254
5303,3-5650
5304,3-5900
5305,3-8755
5306,3-2063
5307,5-3479
5308,8-0302
5309,6-6979
5310,3-1779
5311,7-1026
5312,8-0664
5313,8-6285
5314,3-9281
5315,8-4418
5316,3-7142
5317,3-7902
5318,7-5266
5319,4-9602
5320,8-8627
5321,5-5085
5322,1-6167
5323,3-8670
5324,8-8980
5325,8-4821
5326,3-6923
5327,4-7791
5328,7-0120
5329,7-1203
5330,7-7171
5331,8-6192
5332,6-5095
5333,2-4599
5334,5-9886
5335,6-0558
5336,7-8192
5337,3-6203
5338,8-8779
5339,2-3795
5340,6-1228
5341,4-6284
5342,3-0554
5343,5-9202
5344,5-1402
5345,1-1210
5346,4-9000
5347,6-1573
5348,3-5249
5349,4-2246
5350,5-1752
5351,5-1445
5352,7-0487
5353,8-8150
5354,1-4752
5355,7-1623
5356,5-0300
5357,2-9898
5358,5-5299
5359,4-9248
5360,6-8254
5361,7-3930
5362,7-8417
5363,5-3873
5364,8-9789
5365,1-0901
5366,5-6464
5367,8-7533
5368,4-4059
5369,6-7192
5370,2-5687
5371,3-8951
5372,5-8620
5373,3-8289
5374,7-6378
5375,4-7770
5376,1-0785
5377,8-8083
5378,7-7135
5379,8-4543
5380,5-1847
5381,3-9472
5382,5-8266
5383,2-3640
5384,7-6280
5385,7-3978
5386,4-6761
5387,3-7467
5388,3-3754
5389,2-7692
5390,2-5582
5391,8-8439
5392,5-5310
5393,2-0061
5394,6-3144
5395,7-8636
5396,8-6818
5397,1-4778
5398,1-9388
5399,1-8939
5400,7-2895
5401,5-7056
5402,1-9262
5403,8-3455
5404,5-0325
5405,6-3479
5406,5-1308
5407,3-9214
5408,5-0084
5409,1-4936
5410,3-1855
5411,5-6380
5412,1-5726
5413,1-6510
5414,8-9420
5415,7-9217
5416,2-6465
5417,1-9716
5418,1-6810
5419,5-9577
5420,7-5752
5421,1-8575
5422,7-5844
5423,5-7974
5424,1-7507
5425,2-8640
5426,4-0751
5427,1-1162
5428,8-1169
5429,6-6022
5430,4-6345
5431,2-9282
5432,3-3386
5433,7-9507
5434,3-4153
5435,3-8589
5436,6-7531
5437,7-2527
5438,4-7960
5439,2-8712
5440,4-3981
5441,7-3539
5442,1-4408
5443,8-4823
5444,2-4172
5445,1-0665
5446,3-6613
5447,7-9512
5448,8-3239
5449,2-9555
5450,3-7796
5451,4-1175
5452,1-3692
5453,6-6317
5454,1-5905
5455,8-5243
5456,6-1973
5457,2-3777
5458,2-0661
5459,3-0305
5460,6-9084
5461,8-4617
5462,5-5329
5463,3-8731
5464,2-9277
5465,4-9773
5466,8-6971
5467,3-4674
5468,1-7344
5469,5-2399
5470,3-7913
5471,8-1156
5472,6-4458
5473,2-2372
5474,7-2315
5475,2-3253
5476,6-6139
5477,1-1456
5478,1-6793
5479,3-6975
5480,1-1369
5481,7-1125
5482,8-5187
5483,5-4297
5484,7-5607
5485,5-5531
5486,5-0247
5487,8-1578
5488,8-6912
5489,6-2542
5490,6-3884
5491,1-9720
5492,2-6194
5493,6-7855
5494,5-5826
5495,1-3706
5496,1-1031
5497,1-6965
5498,4-3044
5499,3-3625
5500,3-2716
5501,5-3065
5502,4-4473
5503,2-2876
5504,1-2550
5505,8-4525
5506,5-6328
5507,1-7688
5508,5-6853
5509,5-7929
5510,2-8843
5511,3-2205
5512,7-6472
5513,1-1155
5514,1-2711
5515,6-6081
5516,1-9515
5517,8-1581
5518,2-7040
5519,7-6727
5520,1-2210
5521,3-0330
5522,3-0205
5523,1-0899
5524,5-6732
5525,6-5405
5526,6-9498
5527,7-6179
5528,1-2251
5529,2-0380
5530,4-4799
5531,3-2054
5532,7-5990
5533,5-1856
5534,2-1662
5535,3-4826
5536,3-3129
5537,1-0664
5538,8-0997
5539,5-9603
5540,1-6171
5541,1-2035
5542,7-4372
5543,8-3352
5544,6-4335
5545,1-2324
5546,5-1124
5547,5-6387
5548,2-3196
5549,1-3068
5550,6-7017
5551,5-1168
5552,3-2967
5553,4-8077
5554,5-5508
5555,4-3749
5556,7-6987
5557,5-2044
5558,6-5343
5559,7-1557
5560,8-2654
5561,1-6827
5562,7-7221
5563,4-6339
5564,7-2405
5565,4-6093
5566,5-6515
5567,4-3573
5568,4-5653
5569,1-0481
5570,6-4801
5571,4-8682
5572,1-3242
5573,6-2566
5574,3-4055
5575,8-4792
5576,2-8880
5577,7-2107
5578,7-0929
5579,1-2025
5580,2-0748
5581,5-9175
5582,5-6922
5583,6-0058
5584,6-8886
5585,2-0693
5586,4-6482
5587,5-6429
5588,3-4993
5589,8-3432
5590,1-9872
5591,7-9538
5592,3-7318
5593,7-3570
5594,7-8149
5595,4-3977
5596,8-2639
5597,5-4265
5598,7-4798
5599,6-9247
5600,8-2870
5601,1-1144
5602,1-9141
5603,3-2532
5604,3-4902
5605,6-1091
5606,5-8288
5607,8-3737
5608,4-6940
5609,5-5356
5610,5-8899
5611,6-8265
5612,2-9052
5613,8-8721
5614,8-4653
5615,7-8623
5616,8-0465
5617,7-9676
5618,6-8568
5619,3-6758
5620,5-2347
5621,7-5892
5622,8-9211
5623,6-4351
5624,3-4117
5625,8-6091
5626,1-9323
5627,3-8790
5628,3-6421
5629,5-0171
5630,8-9615
5631,5-5747
5632,5-2759
5633,3-4350
5634,4-7194
5635,1-2802
5636,6-3341
5637,3-0243
5638,4-9356
5639,2-7083
5640,3-1351
5641,7-9292
5642,1-4663
5643,4-1349
5644,1-8504
5645,3-6163
5646,5-9083
5647,4-6947
5648,5-5135
5649,7-6933
5650,2-9570
5651,2-5379
5652,7-8930
5653,5-3910
5654,1-8238
5655,3-3425
5656,6-7390
5657,8-1133
5658,5-9138
5659,5-4482
5660,1-8337
5661,6-6256
5662,5-5903
5663,3-8703
5664,6-4672
5665,3-5104
5666,8-2366
5667,4-0199
5668,3-0021
5669,1-9216
5670,5-3778
5671,1-6829
5672,5-0405
5673,8-3407
5674,4-6354
5675,3-1609
5676,8-3618
5677,6-7131
5678,3-4274
5679,5-3319
5680,7-8997
5681,1-7568
5682,2-8648
5683,2-8865
5684,6-4604
5685,3-9718
5686,5-2427
5687,6-4678
5688,4-0286
5689,2-7512
5690,2-5243
5691,3-1129
5692,5-6123
5693,2-2864
5694,4-3194
5695,8-2633
5696,7-5352
5697,5-0170
5698,7-7475
5699,3-8746
5700,1-0678
5701,5-1499
5702,7-7603
5703,3-4980
5704,2-3242
5705,3-9580
5706,5-8771
5707,2-7300
5708,3-4201
5709,8-8914
5710,6-5291
5711,5-8498
5712,6-7144
5713,1-4206
5714,8-0447
5715,1-6609
5716,6-8511
5717,8-6655
5718,2-8887
5719,4-4754
5720,8-8449
5721,6-6353
5722,5-4385
5723,7-4576
5724,8-3620
5725,4-5048
5726,5-4418
5727,6-1462
5728,6-1033
5729,7-8890
5730,7-7181
5731,8-8673
5732,7-2235
5733,7-5807
5734,5-6008
5735,2-8042
5736,3-9134
5737,1-5629
5738,1-1888
5739,8-8820
5740,1-0666
5741,4-6899
5742,1-8053
5743,8-4372
5744,7-5499
5745,1-5722
5746,5-1944
5747,6-4243
5748,3-2055
5749,1-6346
5750,5-7934
5751,8-7647
5752,4-9325
5753,1-2726
5754,3-4146
5755,7-5228
5756,4-9246
5757,8-9792
5758,7-3245
5759,3-7191
5760,4-0053
5761,6-7790
5762,8-8702
5763,6-3207
5764,2-6083
5765,4-9986
5766,6-6128
5767,7-5347
5768,8-6206
5769,1-4023
5770,3-3324
5771,1-3363
5772,3-7385
5773,8-0047
5774,2-3071
5775,7-0007
5776,2-7395
5777,1-3303
5778,5-7551
5779,3-0284
5780,1-4642
5781,8-4217
5782,3-1839
5783,3-1716
5784,5-0395
5785,8-2780
5786,1-7395
5787,7-4778
5788,3-0688
5789,1-3083
5790,8-3282
5791,6-6503
5792,6-8111
5793,5-2152
5794,3-0751
5795,6-4538
5796,3-5284
5797,2-6762
5798,2-5169
5799,5-7300
5800,5-2224
5801,7-7639
5802,7-0571
5803,2-6085
5804,8-3796
5805,1-0811
5806,8-6109
5807,6-2443
5808,7-1457
5809,3-6040
5810,6-9099
5811,8-8502
5812,3-5661
5813,3-8253
5814,5-1666
5815,5-9491
5816,1-7995
5817,8-8797
5818,5-3539
5819,7-8365
5820,4-0653
5821,1-8531
5822,1-4798
5823,2-0091
5824,2-7165
5825,4-6549
5826,8-9507
5827,8-5698
5828,6-8310
5829,8-5024
5830,5-1841
5831,5-2172
5832,7-3648
5833,4-3373
5834,5-8543
5835,3-2628
