,lead
11604,6-8144
11605,7-9917
11606,8-5971
11607,3-5594
11608,4-9962
11609,5-6738
11610,4-2449
11611,1-0649
11612,2-9570
11613,4-2855
11614,3-2386
11615,6-6904
11616,8-9360
11617,7-1530
11618,4-0124
11619,2-5556
11620,5-6352
11621,2-6504
11622,6-9403
11623,8-7426
11624,8-5668
11625,2-2876
11626,3-2247
11627,4-1108
11628,2-5622
11629,5-4438
11630,5-3732
11631,7-9807
11632,2-4734
11633,1-8023
11634,5-3599
11635,5-6993
11636,1-9019
11637,5-3352
11638,7-4959
11639,3-7534
11640,5-3819
11641,6-9242
11642,8-5198
11643,4-6990
11644,8-0108
11645,4-3051
11646,7-8985
11647,5-4262
11648,1-7242
11649,3-4498
11650,8-3748
11651,1-7023
11652,7-6135
11653,7-1279
11654,2-8069
11655,2-0693
11656,5-8127
11657,4-0077
11658,1-6349
11659,2-5938
11660,6-9369
11661,6-2069
11662,1-3447
11663,4-0737
11664,6-1957
11665,3-5491
11666,1-6854
11667,2-0583
11668,4-9133
11669,6-2409
11670,1-8331
11671,3-8765
11672,2-9089
11673,3-6510
11674,3-7939
11675,8-0524
11676,8-8620
11677,6-1670
11678,6-8738
11679,7-5005
11680,4-6879
11681,2-3398
11682,1-2360
11683,4-6256
11684,1-8966
11685,3-2166
11686,8-9450
11687,4-8389
11688,8-1692
11689,1-8119
11690,3-4847
11691,5-0540
11692,4-2911
11693,6-3165
11694,5-7974
11695,7-2218
11696,3-6204
11697,1-0388
11698,2-2121
11699,2-2444
11700,3-5633
11701,1-1732
11702,3-2458
11703,6-8612
11704,8-1498
11705,8-5726
11706,8-4336
11707,1-1306
11708,5-2438
11709,6-4522
11710,2-6798
11711,6-7299
11712,1-8190
11713,4-3658
11714,7-8350
11715,6-1615
11716,2-4510
11717,7-8019
11718,3-2606
11719,7-3036
11720,4-8901
11721,1-0697
11722,6-2942
11723,8-6765
11724,7-0213
11725,4-3110
11726,8-3908
11727,2-9846
11728,7-9111
11729,4-0511
11730,3-3053
11731,5-2790
11732,6-8911
11733,8-8846
11734,8-4900
11735,1-1378
11736,4-3510
11737,2-4206
11738,5-7752
11739,5-1443
11740,6-4097
11741,6-4348
11742,3-5450
11743,4-4314
11744,8-8692
11745,8-9787
11746,5-4011
11747,5-4772
11748,5-7137
11749,2-7162
11750,4-6625
11751,2-8066
11752,8-4994
11753,6-7601
11754,6-8858
11755,8-9796
11756,1-2926
11757,2-7434
11758,3-7584
11759,5-4577
11760,7-7649
11761,1-7159
11762,8-3855
11763,4-1195
11764,1-7202
11765,8-2563
11766,3-4542
11767,2-5586
11768,5-2599
11769,6-6430
11770,5-0653
11771,4-9426
11772,3-6845
11773,5-6649
11774,1-1088
11775,1-3759
11776,4-4359
11777,4-4971
11778,5-3019
11779,8-7600
11780,7-2682
11781,6-8842
11782,1-8684
11783,8-7568
11784,4-7340
11785,5-8360
11786,8-9720
11787,4-0618
11788,5-2890
11789,7-7757
11790,2-4216
11791,1-2840
11792,1-6452
11793,3-4526
11794,1-5118
11795,5-7062
11796,7-8395
11797,5-4406
11798,4-8380
11799,7-4643
11800,3-4100
11801,3-4829
11802,8-1357
11803,2-0623
11804,4-5336
11805,2-9052
11806,6-3762
11807,3-2475
11808,7-5454
11809,1-0680
11810,4-9077
11811,8-9187
11812,4-5939
11813,5-8176
11814,4-6777
11815,8-7605
11816,2-0611
11817,7-9634
11818,1-9172
11819,3-6444
11820,7-4368
11821,6-2598
11822,4-8890
11823,1-3837
11824,4-6911
11825,4-3210
11826,8-4444
11827,3-4304
11828,6-7770
11829,4-2823
11830,2-9945
11831,7-4062
11832,7-7697
11833,8-6169
11834,8-7451
11835,4-3097
11836,5-7016
11837,1-3172
11838,1-7155
11839,8-7886
11840,8-5809
11841,5-7393
11842,5-4075
11843,1-2315
11844,1-4386
11845,5-7180
11846,8-8637
11847,6-8692
11848,3-0953
11849,4-5784
11850,1-4583
11851,5-4926
11852,2-5079
11853,6-9516
11854,7-3537
11855,5-7220
11856,6-0100
11857,4-5529
11858,5-0310
11859,8-6952
11860,7-3547
11861,3-6478
11862,4-7914
11863,6-6614
11864,1-7783
11865,6-7058
11866,3-2034
11867,1-4030
11868,4-9670
11869,2-9446
11870,5-1628
11871,6-8077
11872,3-5660
11873,6-9833
11874,8-0689
11875,8-5532
11876,6-1249
11877,6-1619
11878,8-4367
11879,3-8327
11880,2-4034
11881,5-3040
11882,8-8507
11883,2-7120
11884,3-9145
11885,3-3769
11886,4-7404
11887,8-8963
11888,7-3297
11889,6-0626
11890,8-3870
11891,2-5375
11892,7-4045
11893,2-7745
11894,3-1450
11895,7-5410
11896,2-6799
11897,4-4664
11898,8-3986
11899,4-3791
11900,5-2345
11901,3-7200
11902,1-6569
11903,6-2727
11904,5-9006
11905,5-9704
11906,8-5387
11907,2-8356
11908,1-3935
11909,7-2125
11910,2-1313
11911,5-0331
11912,4-5192
11913,6-1884
11914,5-2624
11915,3-3981
11916,8-9262
11917,4-4954
11918,4-9100
11919,6-3392
11920,5-5802
11921,4-5761
11922,3-7122
11923,2-4056
11924,5-7849
11925,7-4337
11926,4-5008
11927,2-4808
11928,3-4196
11929,7-0835
11930,1-9094
11931,4-1542
11932,4-0470
11933,2-0773
11934,1-5369
11935,1-1777
11936,8-3906
11937,4-5035
11938,6-3496
11939,8-9777
11940,8-3844
11941,4-0221
11942,8-7201
11943,4-0269
11944,5-3938
11945,2-4745
11946,4-3175
11947,7-2492
11948,6-7403
11949,3-6818
11950,5-2098
11951,5-6401
11952,4-4491
11953,8-6004
11954,6-4167
11955,1-9738
11956,5-1046
11957,2-0562
11958,8-8607
11959,7-2812
11960,4-2974
11961,3-7037
11962,7-1286
11963,6-4655
11964,1-2337
11965,8-9427
11966,2-9717
11967,3-0798
11968,5-1728
11969,6-6835
11970,1-7264
11971,4-0110
11972,2-1717
11973,6-9150
11974,4-1068
11975,4-5151
11976,6-8902
11977,7-9713
11978,2-0058
11979,8-2757
11980,8-4204
11981,6-3138
11982,3-3598
11983,4-4563
11984,8-4097
11985,6-1384
11986,2-7649
11987,6-0568
11988,5-3659
11989,2-3729
11990,2-5991
11991,1-7869
11992,7-9968
11993,6-9384
11994,6-8405
11995,8-5757
11996,2-9751
11997,8-8905
11998,1-6111
11999,5-3364
12000,7-8133
12001,5-7092
12002,4-6580
12003,7-9478
12004,2-2742
12005,7-0689
12006,6-6480
12007,5-8433
12008,2-0920
12009,7-6906
12010,3-9835
12011,3-3564
12012,6-6890
12013,7-2854
12014,8-1050
12015,8-9889
12016,1-3922
12017,8-0368
12018,5-2771
12019,1-4751
12020,8-6441
12021,4-8736
12022,4-8169
12023,4-9284
12024,5-6219
12025,6-6560
12026,3-0315
12027,5-0191
12028,1-6917
12029,8-9140
12030,8-4814
12031,6-3215
12032,7-2942
12033,6-2925
12034,3-3858
12035,1-6434
12036,5-4839
12037,2-9773
12038,1-6223
12039,1-9474
12040,8-8696
12041,8-3474
12042,8-9086
12043,8-7706
12044,2-8775
12045,7-8152
12046,4-3161
12047,3-5267
12048,7-5001
12049,8-1953
12050,6-4894
12051,3-0030
12052,3-1076
12053,6-7379
12054,2-9522
12055,1-0506
12056,4-9957
12057,1-6124
12058,5-0894
12059,6-8428
12060,3-4190
12061,8-6116
12062,3-9569
12063,1-3227
12064,3-6741
12065,2-8454
12066,1-4959
12067,3-4747
12068,8-9689
12069,6-3228
12070,5-1247
12071,3-4953
12072,5-3209
12073,1-2966
12074,3-5712
12075,2-6373
12076,7-4855
12077,6-3299
12078,1-6215
12079,7-9077
12080,6-4364
12081,5-2325
12082,6-2671
12083,3-5135
12084,7-2649
12085,1-9114
12086,3-4680
12087,8-5617
12088,5-4133
12089,5-1871
12090,8-8241
12091,3-1246
12092,8-0164
12093,2-0535
12094,5-2481
12095,8-7687
12096,6-0979
12097,8-2110
12098,1-8896
12099,3-5237
12100,8-4090
12101,8-7653
12102,3-0518
12103,5-1994
12104,4-6277
12105,5-8075
12106,8-5324
12107,4-8093
12108,4-6410
12109,7-6183
12110,4-0400
12111,1-6098
12112,3-7717
12113,2-0225
12114,7-3911
12115,2-4140
12116,3-5582
12117,3-0346
12118,8-1486
12119,8-9618
12120,6-4965
12121,6-7696
12122,8-3282
12123,3-0617
12124,6-0335
12125,5-9278
12126,5-9213
12127,7-9939
12128,5-7981
12129,2-9686
12130,6-4936
12131,1-7850
12132,7-5405
12133,8-8722
12134,2-1713
12135,4-5984
12136,7-1552
12137,1-3147
12138,2-2928
12139,6-1153
12140,2-7800
12141,7-9485
12142,1-1458
12143,2-8558
12144,4-1094
12145,5-1637
12146,3-8356
12147,5-6983
12148,3-4350
12149,3-2164
12150,2-4743
12151,8-3290
12152,3-9677
12153,3-9672
12154,3-9836
12155,1-4794
12156,2-3858
12157,2-1487
12158,8-9933
12159,4-3406
12160,4-1943
12161,2-4687
12162,7-2471
12163,3-1491
12164,3-4822
12165,1-4905
12166,6-7289
12167,7-0792
12168,3-2839
12169,7-2699
12170,8-6792
12171,3-0032
12172,6-9695
12173,2-3389
12174,1-3439
12175,5-7897
12176,1-7326
12177,3-5552
12178,8-0447
12179,7-7524
12180,3-3220
12181,3-5462
12182,3-7022
12183,4-7986
12184,2-0633
12185,5-8281
12186,8-9306
12187,8-8952
12188,4-1447
12189,4-5311
12190,3-2501
12191,4-4461
12192,1-8322
12193,5-2153
12194,3-6785
12195,8-9911
12196,4-3809
12197,3-2219
12198,7-2950
12199,8-4769
12200,5-8534
12201,3-4403
12202,6-5989
12203,4-3830
12204,3-1252
12205,6-3903
12206,5-4366
12207,1-2479
12208,7-3166
12209,3-3479
12210,7-0018
12211,7-8420
12212,6-0481
12213,4-4119
12214,3-9688
12215,8-6151
12216,5-3215
12217,3-2360
12218,1-5839
12219,3-1044
12220,8-5599
12221,3-1540
12222,5-9208
12223,1-4243
12224,4-4361
12225,5-1898
12226,7-2527
12227,8-4611
12228,1-7411
12229,2-4585
12230,3-0279
12231,7-3500
12232,6-5565
12233,4-6813
12234,1-3492
12235,5-9641
12236,2-5652
12237,2-7769
12238,1-8453
12239,1-2522
12240,2-6351
12241,3-3206
12242,1-0690
12243,4-0706
12244,2-4378
12245,3-6137
12246,5-5920
12247,6-0397
12248,6-4165
12249,3-9571
12250,6-1524
12251,8-3030
12252,5-4119
12253,5-1219
12254,8-7863
12255,5-2811
12256,8-4017
12257,3-8446
12258,2-5773
12259,5-2242
12260,2-1027
12261,3-6265
12262,8-9201
12263,5-3714
12264,5-1342
12265,2-7597
12266,3-1465
12267,5-6754
12268,4-7226
12269,3-4251
12270,6-9970
12271,3-1605
12272,3-7811
12273,2-3859
12274,3-4261
12275,4-2870
12276,4-3551
12277,4-3435
12278,5-2680
12279,7-0314
12280,7-4325
12281,7-4834
12282,4-4745
12283,4-5450
12284,6-9079
12285,2-7250
12286,4-5634
12287,7-4985
12288,2-9347
12289,7-7445
12290,6-3401
12291,7-9450
12292,8-1513
12293,3-5715
12294,7-8925
12295,1-5020
12296,2-2807
12297,5-7723
12298,7-8347
12299,1-7946
12300,8-4993
12301,3-2601
12302,4-9717
12303,6-6496
12304,7-4964
12305,6-7497
12306,6-7586
12307,3-5625
12308,6-1372
12309,2-4044
12310,7-9821
12311,2-2708
12312,4-6506
12313,7-6921
12314,4-8134
12315,6-0698
12316,1-2277
12317,7-7925
12318,4-9960
12319,4-5969
12320,7-0245
12321,6-2355
12322,5-7416
12323,2-3507
12324,1-3912
12325,1-1502
12326,4-0005
12327,4-0030
12328,6-5958
12329,7-8413
12330,1-3568
12331,6-4975
12332,2-2723
12333,6-8723
12334,4-3433
12335,4-0969
12336,2-0301
12337,1-2404
12338,2-4244
12339,7-6110
12340,3-3216
12341,5-6339
12342,5-5145
12343,1-3436
12344,2-6344
12345,2-6951
12346,1-3345
12347,3-3874
12348,3-1392
12349,5-6908
12350,8-9375
12351,1-6944
12352,7-5836
12353,1-8019
12354,7-4048
12355,4-0292
12356,6-1079
12357,3-9271
12358,1-2867
12359,1-9082
12360,8-0367
12361,6-3954
12362,8-9740
12363,5-7105
12364,5-6035
12365,8-4937
12366,2-1156
12367,3-2437
12368,4-8786
12369,4-9729
12370,5-1751
12371,8-9363
12372,5-3130
12373,4-3109
12374,5-9787
12375,5-6769
12376,5-4113
12377,8-1466
12378,6-1261
12379,2-9505
12380,2-3186
12381,5-4462
12382,3-4503
12383,8-8256
12384,1-8356
12385,7-3126
12386,4-6268
12387,2-5300
12388,4-2815
12389,1-7550
12390,2-4096
12391,4-1815
12392,2-4425
12393,8-3389
12394,4-8970
12395,1-9084
12396,2-4838
12397,4-4044
12398,2-2151
12399,6-9974
12400,1-9228
12401,3-9596
12402,7-4339
12403,5-8052
12404,2-7764
12405,4-8841
12406,8-9936
12407,1-9715
12408,1-0591
12409,3-4493
12410,1-5864
12411,8-8979
12412,8-5056
12413,7-5757
12414,6-1307
12415,4-2919
12416,1-6692
12417,2-5952
12418,4-5993
12419,8-2304
12420,1-4510
12421,5-6653
12422,5-7225
12423,8-4535
12424,7-9619
12425,3-2886
12426,4-3429
12427,3-5852
12428,4-0783
12429,1-4404
12430,3-1791
12431,4-9407
12432,8-1088
12433,5-3548
12434,5-5666
12435,3-4255
12436,8-0282
12437,5-7889
12438,2-0111
12439,2-5769
12440,8-3484
12441,6-0910
12442,8-2032
12443,4-1981
12444,6-4519
12445,3-1511
12446,4-4285
12447,2-4372
12448,7-8161
12449,5-8624
12450,7-7061
12451,2-5099
12452,2-1235
12453,2-4112
12454,7-5885
12455,7-6870
12456,2-1725
12457,3-5974
12458,7-6188
12459,3-4774
12460,6-7683
12461,2-0206
12462,8-4698
12463,6-9317
12464,5-9023
12465,5-8315
12466,6-6118
12467,3-8660
12468,6-8298
12469,4-1512
12470,2-8210
12471,3-3939
12472,8-7425
12473,3-8160
12474,1-8144
12475,8-5373
12476,5-1060
12477,5-2042
12478,6-1780
12479,6-9208
12480,6-6822
12481,8-8770
12482,3-6936
12483,3-7880
12484,4-9491
12485,4-8291
12486,1-0211
12487,5-2544
12488,2-8090
12489,3-5942
12490,2-2512
12491,1-0592
12492,7-3738
12493,7-6231
12494,5-0025
12495,3-0349
12496,5-5955
12497,1-0041
12498,2-1363
12499,5-5387
12500,7-4935
12501,4-3146
12502,4-0514
12503,1-9415
12504,5-7058
12505,3-8991
12506,6-8078
12507,2-8123
12508,1-5266
12509,3-5630
12510,8-6911
12511,2-6834
12512,7-2165
12513,6-4905
12514,4-5521
12515,7-2480
12516,8-4869
12517,5-0171
12518,8-8925
12519,3-6404
12520,7-8815
12521,6-1977
12522,8-5874
12523,5-7872
12524,2-8056
12525,7-1988
12526,2-0263
12527,4-4988
12528,7-3876
12529,6-7161
12530,2-1948
12531,5-9819
12532,3-8097
12533,6-5284
12534,5-9545
12535,1-8502
12536,1-3857
12537,1-0370
12538,4-3733
12539,3-7724
12540,2-8033
12541,7-4906
12542,3-4465
12543,4-1293
12544,8-2484
12545,2-4199
12546,2-4921
12547,3-9091
12548,2-8174
12549,5-4094
12550,1-3098
12551,4-8946
12552,5-3148
12553,7-1461
12554,2-9886
12555,3-6698
12556,8-3352
12557,5-6768
12558,3-7663
12559,1-2322
12560,8-9845
12561,1-7961
12562,1-0700
12563,3-8791
12564,3-5442
12565,7-0667
12566,1-2272
12567,2-8024
12568,2-0743
12569,3-7972
12570,4-1353
12571,2-9036
12572,4-0672
12573,4-9694
12574,7-3108
12575,1-4374
12576,1-5132
12577,2-6340
12578,5-9082
12579,4-5430
12580,4-7005
12581,5-7749
12582,6-0671
12583,4-5809
12584,7-2112
12585,8-4647
12586,8-8655
12587,7-1953
12588,5-7403
12589,6-8671
12590,2-6679
12591,7-3570
12592,4-8043
12593,2-9369
12594,6-2203
12595,6-4086
12596,4-9975
12597,6-7725
12598,5-2498
12599,3-6982
12600,7-8442
12601,8-9976
12602,2-9399
12603,2-9032
12604,4-5215
12605,4-2078
12606,2-3615
12607,5-0280
12608,1-5901
12609,4-4160
12610,7-3231
12611,7-2450
12612,3-6578
12613,1-5838
12614,2-6870
12615,7-5752
12616,5-6176
12617,3-5688
12618,2-8777
12619,8-7607
12620,1-4759
12621,2-5306
12622,7-1653
12623,1-9857
12624,3-3934
12625,2-2383
12626,6-3912
12627,2-5230
12628,3-1629
12629,6-3732
12630,2-3173
12631,8-6212
12632,6-8322
12633,6-7919
12634,3-8819
12635,4-9395
12636,5-6797
12637,2-6169
12638,7-9979
12639,5-7902
12640,3-2241
12641,3-0684
12642,2-4990
12643,8-8971
12644,8-4853
12645,6-8442
12646,3-2303
12647,7-7911
12648,1-0063
12649,7-2651
12650,3-6760
12651,4-6077
12652,7-1878
12653,1-8836
12654,5-1734
12655,1-4529
12656,6-7994
12657,6-8043
12658,6-6585
12659,1-6972
12660,3-1418
12661,3-4538
12662,3-1655
12663,1-2303
12664,2-2266
12665,1-3126
12666,6-0792
12667,2-6649
12668,4-7202
12669,7-2798
12670,1-2455
12671,6-6838
12672,5-8648
12673,2-4813
12674,2-9816
12675,1-3499
12676,8-3356
12677,1-9380
12678,8-8675
12679,8-5239
12680,5-5265
12681,4-1736
12682,5-0901
12683,4-6794
12684,2-8455
12685,2-1164
12686,3-9481
12687,7-4130
12688,7-4178
12689,3-6074
12690,3-9147
12691,7-8626
12692,3-9592
12693,4-7744
12694,1-0102
12695,2-8112
12696,1-7702
12697,3-0331
12698,1-5587
12699,2-0470
12700,1-7022
12701,6-3247
12702,6-6930
12703,7-7386
12704,2-4632
12705,4-0275
12706,6-8168
12707,8-1041
12708,4-2470
12709,2-5591
12710,7-4691
12711,1-3246
12712,5-9125
12713,2-4691
12714,4-6926
12715,1-7413
12716,4-0037
12717,8-6885
12718,6-8015
12719,5-3036
12720,1-6761
12721,3-7551
12722,7-0999
12723,8-2988
12724,3-6752
12725,2-2219
12726,1-1402
12727,7-1820
12728,7-9726
12729,6-8463
12730,1-4644
12731,1-0263
12732,6-1048
12733,2-1389
12734,8-9678
12735,5-5120
12736,8-9073
12737,8-9581
12738,6-2580
12739,4-2691
12740,4-5424
12741,8-8950
12742,2-5409
12743,8-5910
12744,3-3894
12745,6-6197
12746,6-8446
12747,4-1013
12748,8-2189
12749,2-0340
12750,8-0519
12751,1-9602
12752,8-4495
12753,6-7950
12754,3-9702
12755,6-2161
12756,2-7462
12757,3-2318
12758,7-7654
12759,4-8433
12760,3-3829
12761,3-6408
12762,4-6280
12763,7-6372
12764,5-5082
12765,1-6660
12766,7-8529
12767,4-6395
12768,8-4185
12769,2-5693
12770,4-0705
12771,8-6748
12772,5-0841
12773,5-8141
12774,6-1011
12775,7-5990
12776,8-3036
12777,6-0903
12778,5-5456
12779,4-5638
12780,5-2079
12781,2-2780
12782,1-7725
12783,2-9801
12784,3-4667
12785,7-9785
12786,8-4302
12787,7-1299
12788,6-1425
12789,2-6921
12790,8-1216
12791,4-4592
12792,7-5253
12793,5-5559
12794,6-9536
12795,1-0672
12796,2-4228
12797,7-8950
12798,3-5793
12799,3-7169
12800,8-5401
12801,2-9302
12802,6-3347
12803,5-5737
12804,6-2981
12805,5-5314
12806,2-9937
12807,7-9307
12808,2-4400
12809,4-5760
12810,7-6333
12811,7-1142
12812,3-6063
12813,5-2870
12814,3-2903
12815,5-2650
12816,8-8329
12817,4-7484
12818,2-0902
12819,4-3586
12820,6-1499
12821,3-3011
12822,1-9260
12823,7-0775
12824,3-9324
12825,5-7526
12826,6-9411
12827,7-3919
12828,5-2186
12829,7-3550
12830,1-1385
12831,7-9143
12832,7-8370
12833,1-5579
12834,6-2795
12835,8-4627
12836,1-6967
12837,6-8159
12838,6-7292
12839,3-5692
12840,7-6324
12841,8-3402
12842,7-9794
12843,4-2316
12844,8-2964
12845,8-9421
12846,4-0363
12847,1-7720
12848,7-7497
12849,3-3618
12850,8-7366
12851,4-2875
12852,5-2600
12853,6-3306
12854,5-4044
12855,2-9513
12856,1-0203
12857,7-0363
12858,3-5671
12859,5-3612
12860,7-9066
12861,1-6823
12862,3-0809
12863,2-2009
12864,5-9511
12865,5-0103
12866,2-3032
12867,4-1294
12868,2-5715
12869,5-2466
12870,2-9641
12871,3-8084
12872,4-9649
12873,3-6990
12874,6-7109
12875,7-2424
12876,4-6114
12877,1-3729
12878,6-7749
12879,8-3333
12880,1-9515
12881,7-2255
12882,3-6372
12883,1-4537
12884,4-6554
12885,8-0417
12886,1-4493
12887,1-8346
12888,5-2441
12889,6-9422
12890,7-0063
12891,2-8636
12892,1-2132
12893,4-1221
12894,4-1694
12895,1-9034
12896,6-8102
12897,8-3080
12898,5-8506
12899,8-4833
12900,1-3891
12901,4-6739
12902,1-7536
12903,5-4629
12904,7-7267
12905,6-9446
12906,1-3930
12907,5-0150
12908,2-1314
12909,5-0109
12910,6-8164
12911,8-9669
12912,4-0458
12913,6-1115
12914,4-1626
12915,7-7260
12916,8-7395
12917,7-4593
12918,7-6100
12919,2-9528
12920,8-1601
12921,1-9513
12922,4-0545
12923,8-9599
12924,3-9189
12925,8-6530
12926,8-4184
12927,7-4186
12928,2-9141
12929,2-3627
12930,4-1002
12931,1-2832
12932,8-0813
12933,2-9757
12934,3-9574
12935,5-1411
12936,7-2744
12937,5-6480
12938,1-6125
12939,4-6029
12940,8-2406
12941,6-7963
12942,6-6208
12943,8-2085
12944,6-7929
12945,3-7172
12946,8-7332
12947,1-1082
12948,1-0411
12949,8-2019
12950,3-6563
12951,3-4784
12952,2-5993
12953,8-3510
12954,6-8924
12955,7-5572
12956,2-2574
12957,3-2190
12958,5-4590
12959,7-9250
12960,7-8519
12961,2-0035
12962,8-5470
12963,4-7964
12964,4-4506
12965,5-6409
12966,6-3934
12967,4-1804
12968,8-5581
12969,1-8868
12970,8-9085
12971,8-7328
12972,8-7323
12973,5-1391
12974,8-3222
12975,6-2687
12976,2-5702
12977,8-4237
12978,7-1713
12979,4-2443
12980,7-0552
12981,3-2571
12982,8-8320
12983,1-9961
12984,2-1208
12985,1-0159
12986,7-3097
12987,2-6848
12988,6-7210
12989,6-4648
12990,8-3693
12991,8-2148
12992,1-9868
12993,3-0597
12994,5-0188
12995,3-2785
12996,5-2917
12997,4-3426
12998,7-7138
12999,5-6398
13000,3-0663
13001,1-9720
13002,5-8286
13003,6-8524
13004,8-2667
13005,7-4436
13006,8-0010
13007,3-5338
13008,6-5872
13009,1-0288
13010,5-7529
13011,5-7784
13012,5-7715
13013,3-6480
13014,6-0579
13015,1-7877
13016,5-6533
13017,2-5292
13018,8-8727
13019,2-2093
13020,7-0034
13021,5-0833
13022,4-9985
13023,6-7055
13024,6-4638
13025,4-8723
13026,2-3063
13027,4-7336
13028,3-4477
13029,5-8928
13030,3-9412
13031,7-9892
13032,1-5919
13033,5-4917
13034,3-9087
13035,1-3388
13036,7-6191
13037,5-1534
13038,6-2327
13039,7-8307
13040,8-5970
13041,4-7174
13042,7-0325
13043,7-8972
13044,1-2456
13045,1-7135
13046,3-6970
13047,6-8462
13048,6-6454
13049,4-5113
13050,3-8254
13051,2-8471
13052,1-5292
13053,6-9340
13054,6-7110
13055,6-5682
13056,1-4400
13057,5-6780
13058,6-1786
13059,4-1954
13060,6-2897
13061,1-7967
13062,5-1077
13063,7-8263
13064,6-8416
13065,7-8411
13066,4-4007
13067,7-5981
13068,4-2011
13069,5-1372
13070,3-8246
13071,1-4961
13072,5-6491
13073,5-0915
13074,5-5171
13075,6-0955
13076,8-6734
13077,2-6573
13078,2-8228
13079,2-1089
13080,4-1748
13081,5-3311
13082,1-1341
13083,5-5524
13084,1-5075
13085,8-7864
13086,3-1763
13087,3-8978
13088,8-4231
13089,7-5825
13090,7-7633
13091,1-0107
13092,7-7334
13093,8-2991
13094,7-1181
13095,1-0682
13096,3-3581
13097,6-1791
13098,7-1807
13099,5-2842
13100,2-0915
13101,6-6396
13102,4-2488
13103,7-0412
13104,5-3098
13105,8-5540
13106,5-2985
13107,3-7569
13108,8-4557
13109,1-1549
13110,3-5486
13111,7-3614
13112,2-0439
13113,7-0255
13114,4-9939
13115,7-9269
13116,4-8606
13117,6-3717
13118,8-6450
13119,2-2936
13120,8-1112
13121,5-1033
13122,5-2766
13123,4-6694
13124,5-4828
13125,2-5046
13126,6-6556
13127,7-5864
13128,1-8588
13129,7-3433
13130,1-7825
13131,4-5662
13132,3-5523
13133,8-1861
13134,5-1787
13135,3-7067
13136,4-7294
13137,5-2177
13138,3-9636
13139,4-0480
13140,1-4731
13141,2-3528
13142,2-5574
13143,6-6189
13144,3-2673
13145,5-0046
13146,3-1989
13147,5-1156
13148,7-8377
13149,8-0855
13150,8-3485
13151,3-0188
13152,7-4493
13153,2-2381
13154,4-9376
13155,4-8815
13156,1-8270
13157,7-2127
13158,2-6983
13159,6-3059
13160,6-8227
13161,3-3994
13162,2-4318
13163,5-8550
13164,5-3665
13165,7-4938
13166,4-0685
13167,3-5527
13168,8-2544
13169,3-9146
13170,2-6227
13171,3-5238
13172,7-7749
13173,5-1828
13174,3-9812
13175,8-7174
13176,8-8475
13177,4-6483
13178,1-5904
13179,2-0809
13180,1-3554
13181,5-2146
13182,1-2770
13183,7-1922
13184,2-9807
13185,1-9109
13186,8-6522
13187,2-8105
13188,8-9259
13189,1-2908
13190,7-7575
13191,5-1821
13192,4-7809
13193,3-5423
13194,8-9510
13195,4-7818
13196,3-4556
13197,6-2444
13198,5-7007
13199,7-1696
13200,6-5238
13201,2-0737
13202,2-6239
13203,8-8580
13204,1-9685
13205,3-0199
13206,2-6976
13207,5-2094
13208,8-5587
13209,8-7975
13210,4-6958
13211,4-8494
13212,2-3307
13213,1-7625
13214,7-4361
13215,3-7746
13216,1-7293
13217,4-5331
13218,8-0635
13219,7-4037
13220,4-9005
13221,4-1727
13222,5-3114
13223,1-4126
13224,7-5673
13225,7-0892
13226,1-4891
13227,8-3011
13228,3-9012
13229,5-7147
13230,1-8255
13231,2-1716
13232,3-3745
13233,2-8463
13234,2-1798
13235,7-2727
13236,4-5013
13237,1-8805
13238,5-6383
13239,7-0927
13240,5-4465
13241,2-3076
13242,2-7504
13243,8-3392
13244,3-0383
13245,6-4359
13246,8-7752
13247,3-7716
13248,5-5629
13249,8-2678
13250,4-7852
13251,5-6207
13252,5-8749
13253,6-8654
13254,1-9388
13255,3-2770
13256,8-9462
13257,1-6665
13258,1-0360
13259,5-2318
13260,2-2364
13261,4-1640
13262,8-4716
13263,7-9935
13264,3-4866
13265,5-3640
13266,6-4800
13267,6-1531
13268,5-0827
13269,7-5971
13270,7-8410
13271,5-4911
13272,4-9227
13273,7-0592
13274,3-8576
13275,8-1244
13276,4-3538
13277,1-3577
13278,7-3952
13279,1-0339
13280,8-4571
13281,8-3791
13282,5-3136
13283,6-2932
13284,6-5668
13285,7-3793
13286,8-9272
13287,1-5944
13288,2-7480
13289,7-5995
13290,4-8748
13291,4-1799
13292,6-8071
13293,6-5493
13294,3-2590
13295,5-9047
13296,7-2991
13297,6-8257
13298,4-0553
13299,5-9529
13300,3-5295
13301,6-4846
13302,1-1019
13303,1-2591
13304,1-9185
13305,7-7595
13306,3-3219
13307,7-4856
13308,5-4358
13309,6-6214
13310,4-4984
13311,1-5768
13312,7-5486
13313,7-1708
13314,1-4606
13315,6-0483
13316,3-6667
13317,1-2993
13318,1-8032
13319,2-6563
13320,4-3560
13321,4-8410
13322,4-2773
13323,7-6345
13324,4-7878
13325,6-0404
13326,6-6252
13327,2-0545
13328,5-3458
13329,6-1874
13330,1-4929
13331,8-7403
13332,6-0908
13333,7-3477
13334,4-6471
13335,8-3429
13336,4-9397
13337,7-5787
13338,1-8727
13339,5-2729
13340,2-2330
13341,2-0400
13342,2-7890
13343,5-5139
13344,2-8239
13345,2-5331
13346,2-2550
13347,4-1165
13348,3-9799
13349,4-8189
13350,3-1389
13351,3-9656
13352,8-8661
