,lead
16190,2-3806
16191,6-0727
16192,5-0090
16193,8-5535
16194,3-9201
16195,8-2548
16196,5-4842
16197,7-9741
16198,1-7749
16199,2-2959
16200,8-7675
16201,8-0212
16202,4-0535
16203,4-8262
16204,4-4907
16205,6-8229
16206,7-1925
16207,8-2466
16208,3-7029
16209,4-6725
16210,2-5026
16211,4-1432
16212,5-4146
16213,1-3691
16214,3-2296
16215,6-1950
16216,3-5612
16217,5-9912
16218,5-8625
16219,2-2783
16220,1-8270
16221,6-3072
16222,4-4333
16223,2-2947
16224,4-1780
16225,4-6394
16226,2-6430
16227,8-5995
16228,4-7069
16229,6-3006
16230,1-5067
16231,1-0901
16232,6-0105
16233,8-1498
16234,5-9144
16235,1-7844
16236,4-3340
16237,4-6334
16238,1-9937
16239,4-5696
16240,4-7643
16241,5-6320
16242,1-1865
16243,2-2922
16244,6-1825
16245,2-2940
16246,1-0505
16247,3-3685
16248,2-5769
16249,2-0178
16250,4-8355
16251,6-7938
16252,8-2283
16253,8-2939
16254,8-5506
16255,8-2734
16256,1-1325
16257,2-6841
16258,8-4951
16259,1-0503
16260,4-7967
16261,8-2282
16262,2-8518
16263,8-7645
16264,2-8745
16265,5-0967
16266,5-7492
16267,7-6950
16268,6-6804
16269,2-8882
16270,3-3112
16271,7-1807
16272,1-8255
16273,3-8934
16274,1-3201
16275,1-5771
16276,4-5192
16277,7-1219
16278,6-2557
16279,3-4704
16280,1-8309
16281,5-5305
16282,6-4080
16283,2-4642
16284,2-9210
16285,6-4450
16286,3-2587
16287,3-6622
16288,6-2011
16289,4-0337
16290,8-0814
16291,3-6295
16292,5-9770
16293,8-3150
16294,3-9551
16295,5-7134
16296,8-8640
16297,5-3202
16298,6-6515
16299,2-5240
16300,2-1621
16301,2-8255
16302,1-9073
16303,5-2434
16304,6-0696
16305,1-2497
16306,6-9274
16307,7-2035
16308,3-9291
16309,3-9018
16310,1-4379
16311,2-0335
16312,7-9418
16313,6-8584
16314,3-0377
16315,4-9802
16316,5-6595
16317,1-8620
16318,6-5295
16319,8-2480
16320,5-3489
16321,4-6732
16322,6-7354
16323,5-1650
16324,4-9083
16325,1-0413
16326,8-3286
16327,7-4214
16328,4-8766
16329,5-5199
16330,5-1228
16331,4-4873
16332,2-0744
16333,3-3070
16334,3-0381
16335,8-1473
16336,3-7360
16337,3-1102
16338,1-1767
16339,3-5114
16340,1-2856
16341,8-9771
16342,6-6089
16343,3-6350
16344,7-9372
16345,1-2511
16346,1-2793
16347,4-2313
16348,5-9149
16349,2-1107
16350,1-7419
16351,6-6926
16352,8-3443
16353,6-4956
16354,2-4427
16355,6-0951
16356,5-9503
16357,1-7172
16358,3-6463
16359,8-5904
16360,1-1861
16361,3-7519
16362,5-6594
16363,3-8153
16364,8-1129
16365,7-9012
16366,7-0474
16367,2-6885
16368,8-1615
16369,6-0968
16370,8-3534
16371,2-6715
16372,7-9801
16373,1-6835
16374,2-2810
16375,7-6246
16376,8-4670
16377,8-7020
16378,8-1509
16379,2-9630
16380,6-7697
16381,4-9636
16382,5-0691
16383,2-5936
16384,6-9456
16385,3-0051
16386,2-0363
16387,3-8766
16388,6-9314
16389,2-4549
16390,5-5607
16391,6-9063
16392,3-3323
16393,7-6513
16394,6-0417
16395,2-3671
16396,4-3894
16397,2-0622
16398,5-0302
16399,2-0203
16400,4-8556
16401,7-8256
16402,2-5057
16403,7-3311
16404,5-3500
16405,6-2268
16406,6-2441
16407,8-9591
16408,1-3493
16409,2-4737
16410,2-8967
16411,1-5677
16412,5-8878
16413,5-9949
16414,4-4912
16415,3-2568
16416,1-3974
16417,5-7805
16418,6-3972
16419,3-6114
16420,8-2843
16421,6-7605
16422,5-2991
16423,2-0328
16424,1-9557
16425,5-7446
16426,4-0216
16427,3-4434
16428,5-0738
16429,4-7209
16430,4-2715
16431,5-2464
16432,8-0003
16433,4-1429
16434,8-9866
16435,3-6900
16436,4-5255
16437,4-5531
16438,5-1743
16439,6-8834
16440,1-9844
16441,1-1211
16442,4-5880
16443,4-5194
16444,6-3559
16445,1-0716
16446,7-6886
16447,2-5708
16448,2-6975
16449,5-4824
16450,1-8158
16451,8-6490
16452,7-2799
16453,8-3679
16454,5-5888
16455,2-7905
16456,5-7493
16457,7-3856
16458,6-8146
16459,6-7688
16460,8-5513
16461,2-3287
16462,8-6196
16463,7-7786
16464,7-8833
16465,2-3620
16466,6-1553
16467,5-8762
16468,8-5197
16469,6-3939
16470,3-9735
16471,4-7363
16472,5-3840
16473,3-4731
16474,7-9581
16475,8-5022
16476,1-0706
16477,2-9333
16478,5-5807
16479,5-6999
16480,7-7987
16481,8-0575
16482,4-9333
16483,7-8889
16484,7-6045
16485,5-2315
16486,2-3875
16487,5-9594
16488,7-2345
16489,5-6709
16490,4-7519
16491,1-9457
16492,5-0633
16493,6-8141
16494,6-0051
16495,4-9785
16496,4-8118
16497,3-9798
16498,5-7467
16499,8-7859
16500,4-5021
16501,1-0497
16502,4-0765
16503,2-0779
16504,1-2872
16505,1-9106
16506,2-8180
16507,4-7976
16508,5-7678
16509,7-0862
16510,7-5381
16511,7-5999
16512,5-0158
16513,7-5704
16514,5-8717
16515,8-1926
16516,4-3134
16517,7-7117
16518,6-9014
16519,5-3221
16520,5-5065
16521,8-0793
16522,2-4854
16523,6-2045
16524,8-2206
16525,3-4323
16526,6-8704
16527,4-9472
16528,6-2697
16529,5-9680
16530,1-4452
16531,6-2572
16532,5-2571
16533,5-4106
16534,7-0109
16535,6-8701
16536,5-9530
16537,8-5107
16538,8-2757
16539,1-7604
16540,7-4094
16541,1-7623
16542,1-4345
16543,4-1721
16544,1-5959
16545,1-1722
16546,4-2962
16547,2-6977
16548,5-7432
16549,4-9887
16550,4-6818
16551,8-0731
16552,5-3424
16553,6-9473
16554,1-5210
16555,1-0947
16556,8-0325
16557,5-3623
16558,3-3754
16559,5-6804
16560,3-9522
16561,7-9270
16562,8-1175
16563,3-2614
16564,3-5898
16565,2-8163
16566,1-1203
16567,8-2738
16568,8-8117
16569,2-7695
16570,2-9879
16571,1-1587
16572,5-8905
16573,4-1847
16574,8-0649
16575,2-2946
16576,5-4207
16577,4-8328
16578,4-0026
16579,6-1251
16580,7-7030
16581,8-8798
16582,2-9790
16583,6-2171
16584,7-3291
16585,7-1237
16586,2-2830
16587,3-8016
16588,4-5376
16589,1-9733
16590,1-5498
16591,6-1981
16592,3-4021
16593,1-7480
16594,7-8174
16595,2-3322
16596,1-0911
16597,1-6047
16598,2-4834
16599,2-8633
16600,2-4105
16601,3-4633
16602,5-2848
16603,7-0159
16604,6-1676
16605,3-6754
16606,6-2682
16607,5-7174
16608,3-1579
16609,6-6127
16610,6-3248
16611,8-3087
16612,7-4029
16613,6-2421
16614,1-3888
16615,1-5184
16616,7-6276
16617,8-6403
16618,6-5913
16619,5-3387
16620,3-5583
16621,3-0619
16622,2-2851
16623,7-3112
16624,4-6543
16625,5-8025
16626,1-8974
16627,5-9134
16628,1-4689
16629,5-1707
16630,4-8478
16631,6-7213
16632,4-6597
16633,3-0216
16634,6-6467
16635,2-0920
16636,3-6982
16637,1-7108
16638,2-9174
16639,2-1505
16640,1-9680
16641,2-5138
16642,6-4273
16643,6-3451
16644,6-2252
16645,6-8498
16646,3-9742
16647,2-4432
16648,5-9344
16649,2-5386
16650,5-8831
16651,1-8361
16652,7-2648
16653,7-8878
16654,4-1242
16655,5-6012
16656,5-5519
16657,5-0763
16658,8-1816
16659,2-5024
16660,4-6671
16661,8-4219
16662,3-3401
16663,4-8820
16664,2-5635
16665,8-2609
16666,6-0955
16667,2-2615
16668,7-2809
16669,8-6116
16670,4-5333
16671,8-8270
16672,6-8596
16673,5-0890
16674,6-7093
16675,7-2102
16676,7-5817
16677,8-1437
16678,3-3310
16679,8-2344
16680,6-8087
16681,5-8661
16682,6-6234
16683,8-2720
16684,8-3790
16685,3-3769
16686,3-0211
16687,2-0658
16688,3-5555
16689,1-8945
16690,8-4617
16691,2-7824
16692,1-8342
16693,3-0337
16694,8-5761
16695,5-4584
16696,8-5412
16697,8-7769
16698,7-7133
16699,8-1532
16700,7-8367
16701,6-5860
16702,1-0591
16703,7-8168
16704,3-7104
16705,4-5120
16706,8-1547
16707,1-2249
16708,7-0418
16709,3-2432
16710,6-5330
16711,1-9490
16712,5-6651
16713,3-6985
16714,8-1747
16715,5-4325
16716,3-2518
16717,1-3186
16718,8-0589
16719,7-7679
16720,3-2351
16721,5-7418
16722,8-2011
16723,6-6747
16724,6-6383
16725,1-1064
16726,2-7335
16727,2-6156
16728,6-4408
16729,2-1113
16730,2-1691
16731,7-8240
16732,6-0615
16733,5-5416
16734,1-8962
16735,1-6410
16736,6-4388
16737,5-4497
16738,2-1667
16739,6-9773
16740,4-7233
16741,3-0987
16742,8-3050
16743,7-6217
16744,6-2145
16745,7-3754
16746,8-0578
16747,1-5780
16748,5-9720
16749,2-3908
16750,2-4162
16751,1-5233
16752,5-4883
16753,4-5618
16754,1-4005
16755,8-8860
16756,7-0149
16757,8-7986
16758,1-4240
16759,6-2162
16760,2-6084
16761,7-3227
16762,6-5716
16763,3-6198
16764,2-2885
16765,1-8046
16766,7-3808
16767,2-0347
16768,6-2800
16769,2-4297
16770,4-5774
16771,2-9941
16772,2-8212
16773,6-8371
16774,5-3434
16775,4-7616
16776,8-4682
16777,3-7081
16778,5-0565
16779,8-4540
16780,8-0128
16781,5-7915
16782,8-7987
16783,2-3925
16784,2-1144
16785,2-3434
16786,2-7536
16787,4-2898
16788,3-3604
16789,7-7077
16790,3-6085
16791,5-7776
16792,6-7255
16793,5-4247
16794,3-0607
16795,8-3015
16796,7-6769
16797,5-5517
16798,2-4760
16799,1-3543
16800,6-6403
16801,2-6409
16802,6-0257
16803,3-9782
16804,7-0841
16805,8-1929
16806,2-2105
16807,8-6982
16808,8-9153
16809,7-0216
16810,8-4566
16811,8-4163
16812,4-5940
16813,5-0002
16814,3-6887
16815,7-1379
16816,4-2676
16817,3-1019
16818,2-3228
16819,7-7250
16820,8-1745
16821,3-7090
16822,7-9683
16823,4-7105
16824,8-4368
16825,7-4307
16826,2-4889
16827,5-8523
16828,6-2888
16829,6-7850
16830,3-0631
16831,2-0633
16832,3-5741
16833,3-0489
16834,5-9629
16835,2-3412
16836,3-5950
16837,1-0317
16838,4-4335
16839,1-9307
16840,4-0539
16841,7-1203
16842,2-7770
16843,6-4071
16844,4-0294
16845,4-0283
16846,7-7837
16847,7-9112
16848,8-1685
16849,7-1459
16850,6-8350
16851,3-4977
16852,3-0140
16853,6-3962
16854,8-9903
16855,2-7461
16856,5-8782
16857,2-0678
16858,8-9261
16859,1-5288
16860,4-3564
16861,5-4480
16862,2-3818
16863,2-8475
16864,7-9723
16865,8-2871
16866,8-5218
16867,7-5591
16868,2-0581
16869,7-7145
16870,3-6207
16871,5-9472
16872,7-8669
16873,4-7916
16874,8-9142
16875,2-9128
16876,1-0248
16877,7-9985
16878,8-2582
16879,7-0669
16880,1-7827
16881,8-5230
16882,5-2812
16883,2-1896
16884,1-8798
16885,6-4877
16886,3-4375
16887,4-2296
16888,8-5491
16889,4-5602
16890,7-1173
16891,1-5720
16892,7-9981
16893,6-1771
16894,5-1462
16895,5-7176
16896,6-4777
16897,1-4603
16898,4-2521
16899,2-1031
16900,2-1303
16901,2-6680
16902,8-6665
16903,5-6795
16904,7-0106
16905,6-2303
16906,8-8584
16907,8-3310
16908,1-2136
16909,1-5054
16910,6-5846
16911,6-7157
16912,5-8195
16913,8-9282
16914,1-3175
16915,4-7496
16916,1-5570
16917,6-3350
16918,5-1773
16919,1-5146
16920,5-7850
16921,4-0046
16922,8-6507
16923,3-4224
16924,1-8630
16925,2-4950
16926,4-0984
16927,7-0180
16928,5-2520
16929,1-9976
16930,1-4565
16931,7-6318
16932,2-0852
16933,7-8510
16934,4-3450
16935,4-3868
16936,5-1281
16937,7-6098
16938,4-9497
16939,2-8059
16940,1-7561
16941,2-2365
16942,6-6325
16943,5-9936
16944,5-2951
16945,7-8475
16946,5-3705
16947,6-8939
16948,7-7570
16949,4-8441
16950,7-9668
16951,1-1126
16952,6-0779
16953,7-7457
16954,8-6684
16955,1-0359
16956,8-0632
16957,8-9384
16958,6-3741
16959,2-5532
16960,6-3979
16961,3-9136
16962,8-1817
16963,6-7862
16964,4-6860
16965,2-7136
16966,2-8802
16967,2-3928
16968,5-8727
16969,4-9736
16970,2-7039
16971,2-6121
16972,4-8329
16973,4-1206
16974,8-1608
16975,4-1078
16976,1-0121
16977,6-8703
16978,5-6218
16979,1-6949
16980,8-8656
16981,4-5516
16982,1-1648
16983,3-4484
16984,8-0806
16985,4-0211
16986,8-9023
16987,5-2616
16988,5-9565
16989,5-9588
16990,5-2200
16991,3-3555
16992,8-9594
16993,1-7161
16994,4-7713
16995,6-3398
16996,8-8193
16997,1-0678
16998,3-4251
16999,8-7501
17000,7-9733
17001,8-0514
17002,2-3707
17003,5-3964
17004,1-4793
17005,5-2356
17006,6-9373
17007,7-2685
17008,5-1310
17009,3-4173
17010,4-2641
17011,1-6230
17012,8-7559
17013,3-3260
17014,5-4052
17015,3-9696
17016,1-6381
17017,3-1455
17018,3-3733
17019,1-8765
17020,7-6077
17021,7-6377
17022,3-0877
17023,6-8105
17024,3-9456
17025,2-7048
17026,2-3556
17027,2-1509
17028,6-6487
17029,6-6058
17030,5-8893
17031,8-6671
17032,6-3128
17033,2-1127
17034,1-4235
17035,8-7512
17036,6-6629
17037,1-2708
17038,7-0758
17039,1-7831
17040,1-2748
17041,8-8315
17042,7-4531
17043,1-0913
17044,5-4174
17045,3-2287
17046,3-4463
17047,6-9706
17048,7-2171
17049,2-6557
17050,7-3970
17051,2-2339
17052,2-6023
17053,8-0517
17054,4-6977
17055,5-3872
17056,8-2709
17057,8-7199
17058,1-2178
17059,1-2320
17060,3-6452
17061,4-4685
17062,2-2191
17063,3-4978
17064,4-1386
17065,3-0780
17066,2-7465
17067,8-6927
17068,7-5043
17069,6-3981
17070,7-7274
17071,1-0002
17072,5-4568
17073,7-2020
17074,3-9232
17075,5-1155
17076,4-4756
17077,7-3994
17078,2-2000
17079,5-1939
17080,8-5156
17081,7-9819
17082,5-6928
17083,2-7185
17084,2-0318
17085,1-7441
17086,3-2139
17087,1-5723
17088,7-3462
17089,4-6544
17090,8-5596
17091,6-9816
17092,1-9296
17093,4-3953
17094,5-4117
17095,2-7896
17096,4-5936
17097,2-4114
17098,2-5688
17099,6-0742
17100,3-6726
17101,2-8420
17102,4-8393
17103,6-9582
17104,2-8095
17105,7-1684
17106,4-6240
17107,7-1443
17108,8-4699
17109,1-2638
17110,4-9978
17111,8-0138
17112,3-6568
17113,5-9101
17114,8-6271
17115,4-6786
17116,5-4175
17117,1-4081
17118,2-6203
17119,1-6486
17120,1-0701
17121,3-6971
17122,8-8371
17123,6-4295
17124,7-7093
17125,7-9544
17126,3-8715
17127,8-0747
17128,1-0846
17129,5-4048
17130,1-2832
17131,2-6861
17132,6-6393
17133,3-4697
17134,3-3734
17135,2-4862
17136,4-9617
17137,6-6367
17138,2-2453
17139,4-6303
17140,6-4534
17141,2-9675
17142,6-0738
17143,7-7072
17144,8-8482
17145,2-0025
17146,1-7202
17147,8-4376
17148,3-5038
17149,5-0676
17150,8-3164
17151,2-6087
17152,5-7514
17153,3-3517
17154,1-6361
17155,4-7098
17156,2-3842
17157,6-7975
17158,8-2241
17159,6-8053
17160,8-8450
17161,5-3730
17162,3-9619
17163,1-7781
17164,7-4983
17165,7-4004
17166,5-4850
17167,4-3150
17168,7-2050
17169,2-5563
17170,5-5011
17171,1-5828
17172,2-1566
17173,2-4630
17174,2-9621
17175,7-5517
17176,7-6432
17177,6-0236
17178,4-9771
17179,6-0486
17180,4-0910
17181,3-8319
17182,3-4854
17183,1-8551
17184,3-2572
17185,3-7099
17186,5-4758
17187,2-8825
17188,6-2447
17189,6-9681
17190,7-8842
17191,6-1901
17192,2-7869
17193,3-6799
17194,1-9435
17195,7-6408
17196,7-0639
17197,4-2203
17198,4-6276
17199,4-7467
17200,7-1843
17201,3-4695
17202,5-1630
17203,4-7459
17204,4-5319
17205,8-7259
17206,4-2288
17207,2-8830
17208,7-4935
17209,4-7276
17210,1-4052
17211,8-0217
17212,3-6885
17213,1-2191
17214,7-3234
17215,8-0794
17216,8-8107
17217,6-0267
17218,7-9101
17219,3-4320
17220,2-9884
17221,5-4006
17222,7-8701
17223,5-9655
17224,2-0706
17225,5-0552
17226,2-5364
17227,5-9224
17228,7-1338
17229,3-9293
17230,4-6572
17231,2-8330
17232,2-4058
17233,4-1003
17234,2-3607
17235,8-1534
17236,1-4173
17237,3-8436
17238,3-9749
17239,4-8069
17240,6-7082
17241,8-1113
17242,1-6845
17243,2-9273
17244,2-5908
17245,1-2728
17246,7-5239
17247,4-9880
17248,3-1723
17249,2-5091
17250,2-9064
17251,7-9489
17252,4-0336
17253,1-0076
17254,6-4775
17255,8-9694
17256,8-0653
17257,7-9547
17258,5-6447
17259,3-4936
17260,2-1305
17261,6-5281
17262,4-5413
17263,1-3613
17264,2-7428
17265,8-1300
17266,3-9518
17267,4-7318
17268,2-3346
17269,6-4866
17270,6-2361
17271,1-6692
17272,6-0488
17273,4-5457
17274,5-2874
17275,4-6683
17276,5-0730
17277,6-0094
17278,7-4484
17279,2-6513
17280,8-4295
17281,2-6771
17282,4-2843
17283,2-1482
17284,7-4934
17285,1-8281
17286,4-1787
17287,1-8224
17288,3-4758
17289,8-8881
17290,5-3023
17291,4-9698
17292,3-4504
17293,2-6218
17294,8-2459
17295,8-6281
17296,6-5721
17297,2-9639
17298,2-1815
17299,1-9305
17300,7-9092
17301,4-9967
17302,1-6596
17303,4-4325
17304,4-3266
17305,3-7724
17306,2-9956
17307,1-3753
17308,3-7120
17309,6-9902
17310,3-1648
17311,3-6524
17312,4-4918
17313,6-4380
17314,5-8824
17315,3-0364
17316,2-5288
17317,3-2873
17318,3-5129
17319,7-9893
17320,7-6374
17321,2-9992
17322,6-2222
17323,3-6450
17324,2-5946
17325,6-6335
17326,5-4139
17327,3-4108
17328,7-5954
17329,1-9537
17330,6-3633
17331,6-0031
17332,2-7911
17333,8-1406
17334,2-7579
17335,6-4257
17336,6-3525
17337,6-9805
17338,7-1635
17339,6-7135
17340,4-3714
17341,6-7547
17342,8-4502
17343,2-5914
17344,2-4571
17345,5-5885
17346,6-4042
17347,8-7197
17348,2-6648
17349,5-2269
17350,7-7388
17351,3-3462
17352,5-9586
17353,6-7819
17354,2-1612
17355,4-6934
17356,5-1361
17357,4-4356
17358,6-7777
17359,6-5383
17360,4-9181
17361,6-8685
17362,5-3575
17363,3-2054
17364,3-1615
17365,7-8681
17366,4-7017
17367,2-8110
17368,4-4719
17369,4-3850
17370,6-0466
17371,1-5571
17372,4-4142
17373,2-1783
17374,4-7155
17375,4-0964
17376,2-9236
17377,7-7422
17378,8-4043
17379,4-3700
17380,3-5397
17381,1-6908
17382,7-6452
17383,2-2126
17384,3-3067
17385,6-5922
17386,8-1673
17387,7-5407
17388,3-5385
17389,6-8928
17390,1-8186
17391,6-6703
17392,4-1252
17393,2-8852
17394,3-3959
17395,5-3633
17396,4-5811
17397,5-8193
17398,6-9685
17399,2-5960
17400,7-0436
17401,3-6123
17402,1-4768
17403,5-4069
17404,7-1066
17405,2-3379
17406,7-0552
17407,1-9384
17408,1-3839
17409,6-8035
17410,7-8619
17411,4-9981
17412,2-8740
17413,4-2353
17414,8-8996
17415,5-9132
17416,3-8228
17417,4-9523
17418,2-5957
17419,1-0658
17420,1-9631
17421,1-1225
17422,2-8000
17423,1-3235
17424,8-3337
17425,6-6484
17426,2-2850
17427,5-4318
17428,3-8876
17429,5-4306
17430,2-8077
17431,5-6826
17432,2-1103
17433,3-2716
17434,8-7008
17435,5-7728
17436,8-5168
17437,2-2199
17438,2-7088
17439,3-3489
17440,4-9003
17441,1-8868
17442,2-4123
17443,8-6712
17444,1-9773
17445,3-3421
17446,7-5918
17447,6-6162
17448,3-1978
17449,6-3078
17450,4-1234
17451,8-1878
17452,8-9346
17453,3-3054
17454,5-1026
17455,7-8046
17456,2-4964
17457,2-2284
17458,1-9723
17459,7-4729
17460,1-0539
17461,2-3998
17462,6-8073
17463,5-4148
17464,6-2446
17465,6-8179
17466,5-8815
17467,7-4961
17468,7-1308
17469,5-3617
17470,8-6704
17471,4-2841
17472,1-3171
17473,7-2425
17474,4-7970
17475,2-2400
17476,6-9946
17477,5-0292
17478,1-6397
17479,8-9351
17480,2-9137
17481,4-3423
17482,1-9496
17483,1-9946
17484,8-5991
17485,4-5269
17486,6-8580
17487,5-0887
17488,6-7037
17489,4-9288
17490,5-9108
17491,5-5122
17492,1-4836
17493,4-6274
17494,8-0808
17495,3-5845
17496,4-2276
17497,3-7301
17498,5-5678
17499,2-6315
17500,2-2291
17501,1-8752
17502,7-1630
17503,3-0969
17504,7-4451
17505,7-4193
17506,3-5528
17507,3-8093
17508,1-4467
17509,6-7356
17510,4-1296
17511,4-0551
17512,2-1972
17513,3-1068
17514,4-1706
17515,7-8659
17516,3-2650
17517,7-7731
17518,4-9865
17519,8-2592
17520,1-0064
17521,1-4015
17522,1-0855
17523,1-6368
17524,3-1891
17525,8-3892
17526,1-8684
17527,7-3501
17528,1-4302
17529,6-6791
17530,5-5898
17531,5-4179
17532,5-4702
17533,1-4239
17534,3-7380
17535,2-7811
17536,7-7201
17537,5-4395
17538,4-8471
17539,2-9262
17540,3-5023
17541,6-9640
17542,4-5735
17543,1-6807
17544,8-6253
17545,5-3916
17546,5-1965
17547,1-8207
17548,4-2427
17549,3-4278
17550,4-7627
17551,1-9279
17552,6-6376
17553,5-9051
17554,2-8384
17555,7-5510
17556,7-5673
17557,3-0653
17558,5-1583
17559,7-9645
17560,5-8535
17561,4-3403
17562,1-8034
17563,6-5606
17564,6-2256
17565,2-8469
17566,5-5000
17567,3-9629
17568,6-6049
17569,6-3523
17570,4-0834
17571,7-9737
17572,7-2080
17573,6-3789
17574,4-0953
17575,2-3656
17576,3-0882
17577,3-8102
17578,2-1483
17579,5-5676
17580,5-6884
17581,7-3399
17582,5-3968
17583,2-4201
17584,8-5081
17585,8-1876
17586,4-5186
17587,2-7891
17588,7-5084
17589,3-1837
17590,5-7609
17591,6-9149
17592,4-5814
17593,8-4322
17594,6-4466
17595,2-0916
17596,5-1651
17597,6-0032
17598,7-7740
17599,4-1101
17600,2-9797
17601,2-1246
17602,7-0770
17603,1-7363
17604,5-8290
17605,4-8238
17606,4-0599
17607,6-1693
17608,2-9829
17609,5-7294
17610,4-6590
17611,1-4875
17612,3-9086
17613,1-7562
17614,7-4367
17615,4-9712
17616,6-0317
17617,5-4529
17618,3-7155
17619,2-2607
17620,8-2271
17621,3-3391
17622,7-6954
17623,8-6485
17624,1-0983
17625,7-2660
17626,1-6911
17627,7-8487
17628,1-4762
17629,8-4592
17630,1-7880
17631,7-0734
17632,8-5538
17633,4-2403
17634,3-7990
17635,7-0324
17636,7-7251
17637,1-3448
17638,6-3379
17639,8-2640
17640,8-5979
17641,1-0260
17642,8-8611
17643,8-2716
17644,2-8930
17645,8-1239
17646,8-1346
17647,5-4543
17648,2-5571
17649,6-5561
17650,2-7379
17651,1-2282
17652,2-5741
17653,7-9258
17654,6-7670
17655,6-6293
17656,2-4920
17657,5-7784
17658,3-1942
17659,3-8290
17660,2-0445
17661,2-4587
17662,2-1623
17663,4-2458
17664,3-9971
17665,4-7429
17666,8-8506
17667,6-8203
17668,5-7918
17669,6-0189
17670,2-9812
17671,7-2117
17672,2-4870
17673,5-5977
17674,2-2726
17675,3-8960
17676,2-3694
17677,1-3013
17678,6-2147
17679,5-3397
17680,2-7923
17681,4-8115
17682,2-3616
17683,6-0745
17684,5-7778
17685,7-6702
17686,4-0339
17687,7-7262
17688,7-2133
17689,2-8975
17690,6-0291
17691,1-5604
17692,3-0922
17693,5-4420
17694,8-3622
17695,6-1561
17696,7-8170
17697,2-7595
17698,2-1806
17699,3-7618
17700,6-6421
17701,3-6573
17702,2-5262
17703,5-9661
17704,1-3884
17705,7-1854
17706,6-6430
17707,6-4610
17708,6-9205
17709,5-0982
17710,8-1292
17711,6-7028
17712,2-3303
17713,3-0818
17714,6-8185
17715,3-6736
17716,8-9597
17717,4-7253
17718,4-3233
17719,2-9657
17720,2-6937
17721,6-3018
17722,2-8960
17723,3-6148
17724,5-9191
17725,4-0831
17726,5-6191
17727,3-5894
17728,1-8981
17729,4-8219
17730,3-9886
17731,1-0963
17732,4-6012
17733,3-2410
17734,2-0615
17735,6-8014
17736,2-2715
17737,7-7493
17738,2-9729
17739,5-8760
17740,7-6099
17741,1-9656
17742,1-9886
17743,2-8743
17744,8-2996
17745,8-6912
17746,1-9180
17747,3-0708
17748,6-9726
17749,2-6791
17750,1-6357
17751,1-5324
17752,8-5620
17753,4-9037
17754,6-6136
17755,6-0688
17756,7-2565
17757,1-0565
17758,3-0467
17759,4-5542
17760,6-0962
17761,8-6679
17762,1-6289
17763,6-5637
17764,4-5003
17765,3-6041
17766,4-5648
17767,3-7748
17768,4-8544
17769,2-0846
17770,3-7623
17771,7-1142
17772,3-7734
17773,7-7536
17774,7-7225
17775,4-0870
17776,2-8386
17777,1-3918
17778,7-4866
17779,7-5756
17780,5-1559
17781,8-6189
17782,1-1349
17783,7-6691
17784,8-3692
17785,5-6681
17786,8-7191
17787,7-6046
17788,2-4691
17789,6-3673
17790,4-5077
17791,1-8398
17792,4-5340
17793,8-8896
17794,2-5871
17795,8-9810
17796,2-9336
17797,7-6638
17798,2-4712
17799,4-9641
17800,3-9199
17801,4-6205
17802,1-0205
17803,6-3531
17804,3-8051
17805,1-6778
17806,3-8313
17807,5-4900
17808,1-3604
17809,1-0826
17810,7-3051
17811,4-6207
17812,5-8143
17813,7-6401
17814,7-4913
17815,3-3170
17816,5-2524
17817,1-8948
17818,8-1344
17819,2-6014
17820,2-2761
17821,4-7853
17822,1-7403
17823,7-2949
17824,8-0110
17825,4-8829
17826,8-9615
17827,4-1619
17828,4-2018
17829,4-3096
17830,1-7404
17831,1-2343
17832,4-2657
17833,1-3309
17834,1-8116
17835,7-7614
17836,4-8538
17837,4-9606
17838,2-1836
17839,3-7627
17840,7-4456
17841,7-1611
17842,8-4267
17843,4-7317
17844,1-1810
17845,2-4533
17846,8-7652
17847,3-1399
17848,3-4114
17849,2-3678
17850,6-6894
17851,7-3758
17852,3-0183
17853,2-1688
17854,4-0667
17855,5-1491
17856,8-9493
17857,7-3881
17858,8-6409
17859,1-4084
17860,6-3487
17861,2-8047
17862,7-2820
17863,8-5764
17864,3-3021
17865,5-0258
17866,3-4777
17867,4-5339
17868,1-9463
17869,7-9696
17870,8-6879
17871,6-3029
17872,6-5729
17873,4-4084
17874,1-4411
17875,3-4880
17876,7-2214
17877,1-3529
17878,3-5053
17879,1-2841
17880,7-5315
17881,8-0167
17882,7-2744
17883,7-0986
17884,4-7412
17885,5-1616
17886,3-2495
17887,3-7134
17888,4-5029
17889,8-8505
17890,8-6135
17891,5-7026
17892,6-0366
17893,5-5005
17894,6-2882
17895,5-5910
17896,2-6025
17897,5-5768
17898,4-7126
17899,6-8560
17900,6-5381
17901,2-5316
17902,5-8395
17903,1-1220
17904,7-5373
17905,6-5590
17906,4-9905
17907,6-9219
17908,2-1717
17909,6-1493
17910,2-0560
17911,1-6912
17912,8-1716
17913,5-0095
17914,5-5712
17915,8-5148
17916,8-2753
17917,1-7599
17918,2-6770
17919,4-5897
17920,1-6382
17921,6-5749
17922,8-0085
17923,6-4645
17924,6-7774
17925,5-1187
17926,3-1611
17927,2-4528
17928,8-7207
17929,7-2645
17930,4-4346
17931,8-6095
17932,8-5366
17933,5-5599
17934,1-6147
17935,6-7390
17936,2-5562
17937,4-0983
17938,5-5587
